run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,model_04_arch,model_04_test_acc,model_04_val_acc,model_04_train_loss,model_04_ce_loss,model_04_kd_loss,model_05_arch,model_05_test_acc,model_05_val_acc,model_05_train_loss,model_05_ce_loss,model_05_kd_loss,model_06_arch,model_06_test_acc,model_06_val_acc,model_06_train_loss,model_06_ce_loss,model_06_kd_loss,model_07_arch,model_07_test_acc,model_07_val_acc,model_07_train_loss,model_07_ce_loss,model_07_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,0,0.1,0,136.81,0.1117625,0.02058518505503412,0.0835,0.1438,0.1475,0.03573749999999999,0.111975,0.1456,0.7503500000000001,0.40236195778318234,0.7528857142857144,0.393502352901019,0.09440000000000001,0.129125,wrn28x10,0.1105,0.1134,3.695113234560598,3.695113234560598,0.0,wrn28x10,0.1411,0.138,3.6813260194930164,3.6813260194930164,0.0,wrn28x10,0.1438,0.1464,3.638027347285639,3.638027347285639,0.0,wrn28x10,0.1211,0.117,3.6651841798289255,3.6651841798289255,0.0,resnet32,0.0952,0.0978,4.3507260676812045,4.3507260676812045,0.0,resnet32,0.0951,0.0966,4.214508328248154,4.214508328248154,0.0,resnet32,0.0835,0.0846,4.188467169688507,4.188467169688507,0.0,resnet32,0.1038,0.102,4.169596747241237,4.169596747241237,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,1,0.1,0,132.36,0.14706249999999998,0.0178159996562079,0.1157,0.1747,0.1883,0.04123750000000001,0.14639999999999997,0.1878,0.7191928571428569,0.40167711849045645,0.7190071428571428,0.41642043453292565,0.13985,0.154275,wrn28x10,0.1747,0.1744,2.8928779607469384,2.8928779607469384,0.0,wrn28x10,0.1536,0.1546,2.877436714077538,2.877436714077538,0.0,wrn28x10,0.1544,0.1632,2.8751211389899254,2.8751211389899254,0.0,wrn28x10,0.1344,0.1394,2.880462069741704,2.880462069741704,0.0,resnet32,0.1298,0.1212,3.607143882662058,3.607143882662058,0.0,resnet32,0.1615,0.1604,3.5802013416859237,3.5802013416859237,0.0,resnet32,0.1157,0.1126,3.4985011379149826,3.4985011379149826,0.0,resnet32,0.1524,0.1454,3.5391045917164194,3.5391045917164194,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,2,0.1,0,132.54,0.203075,0.015980359038519753,0.1771,0.2299,0.2603,0.05722499999999997,0.20335,0.2562,0.6854214285714286,0.4616250806175712,0.6955035714285713,0.4624571511800385,0.205825,0.200325,wrn28x10,0.1771,0.1816,2.531238045882095,2.531238045882095,0.0,wrn28x10,0.2053,0.2036,2.522254141555591,2.522254141555591,0.0,wrn28x10,0.189,0.1964,2.5139839884571056,2.5139839884571056,0.0,wrn28x10,0.2299,0.2362,2.5203274078667164,2.5203274078667164,0.0,resnet32,0.207,0.202,3.0826400687748734,3.0826400687748734,0.0,resnet32,0.1893,0.193,3.165816105902195,3.165816105902195,0.0,resnet32,0.2101,0.2054,3.0323265415023672,3.0323265415023672,0.0,resnet32,0.2169,0.2086,3.1253681463951413,3.1253681463951413,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,3,0.1,0,132.42,0.23165000000000002,0.039224482150820035,0.137,0.2672,0.3105,0.07884999999999998,0.228875,0.311,0.7252571428571427,0.3844595225992156,0.7245821428571428,0.38451965701239216,0.23875000000000002,0.22455000000000003,wrn28x10,0.137,0.135,2.321981918913397,2.321981918913397,0.0,wrn28x10,0.2672,0.2606,2.303764346140352,2.303764346140352,0.0,wrn28x10,0.2444,0.2422,2.291689632799138,2.291689632799138,0.0,wrn28x10,0.2496,0.244,2.3063959508118304,2.3063959508118304,0.0,resnet32,0.2666,0.266,2.761210722340779,2.761210722340779,0.0,resnet32,0.2168,0.2162,2.872955726290291,2.872955726290291,0.0,resnet32,0.2279,0.2256,2.748736709356308,2.748736709356308,0.0,resnet32,0.2437,0.2414,2.8019770356741818,2.8019770356741818,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,4,0.1,0,132.46,0.2798125,0.026960315164144502,0.2502,0.3243,0.3488,0.06898749999999998,0.27525,0.3396,0.6256142857142857,0.4920641267375631,0.6182142857142855,0.5028612619047349,0.27849999999999997,0.281125,wrn28x10,0.2982,0.2896,2.1663706720891325,2.1663706720891325,0.0,wrn28x10,0.3243,0.32,2.1567309139804407,2.1567309139804407,0.0,wrn28x10,0.2502,0.249,2.1463999885388394,2.1463999885388394,0.0,wrn28x10,0.2518,0.2474,2.1613623579456047,2.1613623579456047,0.0,resnet32,0.2985,0.2986,2.5522074462337927,2.5522074462337927,0.0,resnet32,0.2582,0.2476,2.6631485498086973,2.6631485498086973,0.0,resnet32,0.3012,0.2952,2.5564806923608887,2.5564806923608887,0.0,resnet32,0.2561,0.2546,2.5803239155899393,2.5803239155899393,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,5,0.1,0,132.32,0.30479999999999996,0.030096262226396157,0.255,0.3395,0.3991,0.09430000000000005,0.29655,0.391,0.67465,0.43214792455348583,0.6727714285714285,0.4406025726696949,0.32989999999999997,0.2797,wrn28x10,0.2727,0.2646,2.062023210423914,2.062023210423914,0.0,wrn28x10,0.3152,0.307,2.046078098937869,2.046078098937869,0.0,wrn28x10,0.255,0.254,2.032751902260564,2.032751902260564,0.0,wrn28x10,0.2759,0.2774,2.053572231395678,2.053572231395678,0.0,resnet32,0.3239,0.3068,2.4119407150217076,2.4119407150217076,0.0,resnet32,0.3198,0.3106,2.520698962055824,2.520698962055824,0.0,resnet32,0.3395,0.3294,2.426853121681647,2.426853121681647,0.0,resnet32,0.3364,0.3226,2.4340281046249648,2.4340281046249648,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,6,0.1,0,132.38,0.33440000000000003,0.0321193866691131,0.2897,0.3889,0.4015,0.06709999999999999,0.33015,0.392,0.563,0.5327772129665992,0.5617678571428574,0.5375026100254229,0.31067500000000003,0.358125,wrn28x10,0.3889,0.3782,1.967255811630325,1.967255811630325,0.0,wrn28x10,0.3394,0.3404,1.948556458238851,1.948556458238851,0.0,wrn28x10,0.328,0.3202,1.937266797165979,1.937266797165979,0.0,wrn28x10,0.3762,0.3688,1.9620654703202574,1.9620654703202574,0.0,resnet32,0.2897,0.2884,2.2853007059205663,2.2853007059205663,0.0,resnet32,0.3051,0.3032,2.4114228757944973,2.4114228757944973,0.0,resnet32,0.338,0.3306,2.312592285769907,2.312592285769907,0.0,resnet32,0.3099,0.3114,2.3180147048763255,2.3180147048763255,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,7,0.1,0,132.24,0.37722500000000003,0.028654875239651628,0.3321,0.431,0.4702,0.09297499999999997,0.366025,0.46,0.5996714285714286,0.4789190910249803,0.5964357142857143,0.4865571193730257,0.381225,0.37322500000000003,wrn28x10,0.431,0.4228,1.8935371593318202,1.8935371593318202,0.0,wrn28x10,0.3321,0.3294,1.8787638528103179,1.8787638528103179,0.0,wrn28x10,0.3733,0.3522,1.8664220136336305,1.8664220136336305,0.0,wrn28x10,0.3565,0.3512,1.889893115921454,1.889893115921454,0.0,resnet32,0.3911,0.373,2.2079492534764786,2.2079492534764786,0.0,resnet32,0.3549,0.3414,2.3191450104456055,2.3191450104456055,0.0,resnet32,0.3793,0.3722,2.2305145053700968,2.2305145053700968,0.0,resnet32,0.3996,0.386,2.235515357079831,2.235515357079831,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,8,0.1,0,132.28,0.3757875,0.0226515693440874,0.3479,0.4097,0.4544,0.07861250000000003,0.368375,0.44,0.5549428571428571,0.523491419533835,0.5558071428571428,0.5145170123298303,0.35407500000000003,0.39749999999999996,wrn28x10,0.4097,0.404,1.8319284672086888,1.8319284672086888,0.0,wrn28x10,0.3975,0.3888,1.8273396129635247,1.8273396129635247,0.0,wrn28x10,0.3887,0.3804,1.8148365892808547,1.8148365892808547,0.0,wrn28x10,0.3941,0.3818,1.8263916166668588,1.8263916166668588,0.0,resnet32,0.3556,0.3536,2.145914510908452,2.145914510908452,0.0,resnet32,0.3479,0.344,2.2496266590262,2.2496266590262,0.0,resnet32,0.3517,0.3344,2.1721879975362257,2.1721879975362257,0.0,resnet32,0.3611,0.36,2.1719964053481817,2.1719964053481817,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x4-resnet32x4_cifar100_K8_indep_seed0001_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,indep,indep,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,9,0.1,0,132.2,0.3689125,0.025076754051312142,0.3352,0.4099,0.4572,0.08828750000000002,0.36645000000000005,0.457,0.5874785714285716,0.4775246541655681,0.5861071428571428,0.4876372035038799,0.36425,0.373575,wrn28x10,0.4099,0.4092,1.785646464675665,1.785646464675665,0.0,wrn28x10,0.3968,0.4016,1.7818532708016308,1.7818532708016308,0.0,wrn28x10,0.3352,0.3382,1.7699932318858125,1.7699932318858125,0.0,wrn28x10,0.3524,0.3528,1.7803438573398374,1.7803438573398374,0.0,resnet32,0.3907,0.3844,2.095887118273161,2.095887118273161,0.0,resnet32,0.3649,0.361,2.1987892626361414,2.1987892626361414,0.0,resnet32,0.3529,0.3504,2.1227467955852095,2.1227467955852095,0.0,resnet32,0.3485,0.334,2.134655959565531,2.134655959565531,0.0,0.0,0.0,0.0,0.0,0.0
