run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,0,0.1,1,34.85,0.010700000000000001,0.00010000000000000026,0.0106,0.0108,0.0106,-0.00010000000000000113,0.0114,0.0112,0.0952,0.8759152136058995,0.0948,0.8961244499911853,0.010700000000000001,resnet32,0.0106,0.0116,4.768857426941395,4.672684130343524,0.09617329081383601,resnet32,0.0108,0.0112,4.768641927025535,4.6534073556011375,0.11523456498645662,4500000.0,5000.0,18010000.0,18010000.0,36020000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,1,0.1,1,31.52,0.0201,0.007899999999999999,0.0122,0.028,0.0276,0.0075,0.0186,0.0264,0.7628,0.3105834435853743,0.7571,0.279310070492396,0.0201,resnet32,0.0122,0.0106,4.635932410305196,4.604090786793015,0.03184161828622481,resnet32,0.028,0.0266,4.541977969760245,4.511783580888402,0.03019438435554052,4500000.0,5000.0,18010000.0,36020000.0,72040000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,2,0.1,1,31.1,0.0422,0.0076999999999999985,0.0345,0.0499,0.0409,-0.0013000000000000025,0.045,0.041,0.6918,0.4882850697803862,0.6804,0.4951881794772166,0.0422,resnet32,0.0345,0.0392,4.464835320684043,4.389734110371633,0.07510121282592247,resnet32,0.0499,0.0508,4.282052741470662,4.208096836100925,0.07395590668734671,4500000.0,5000.0,18010000.0,54030000.0,108060000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,3,0.1,1,31.68,0.11775,0.006749999999999999,0.111,0.1245,0.1237,0.005950000000000011,0.1153,0.122,0.5112,0.6302360184326096,0.519,0.628481599140808,0.11775,resnet32,0.1245,0.1258,3.8562024533748627,3.791346622800285,0.06485583034174686,resnet32,0.111,0.1048,3.825412138957869,3.7603023235093462,0.06510981583480978,4500000.0,5000.0,18010000.0,72040000.0,144080000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,4,0.1,1,31.09,0.14325,0.021250000000000005,0.122,0.1645,0.1536,0.010349999999999998,0.1423,0.152,0.537,0.5113602519137272,0.5456,0.5376141425661534,0.14325,resnet32,0.122,0.117,3.4693359844386578,3.377421624958515,0.09191435703542084,resnet32,0.1645,0.1676,3.468675621531226,3.376523937352679,0.09215168286093765,4500000.0,5000.0,18010000.0,90050000.0,180100000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,5,0.1,1,30.6,0.1981,0.01100000000000001,0.1871,0.2091,0.2159,0.01780000000000001,0.193,0.2076,0.584,0.5296645671342639,0.5861,0.5288733073898674,0.1981,resnet32,0.1871,0.1804,3.1761025935411453,3.0547131824899805,0.12138941654385152,resnet32,0.2091,0.2056,3.1786201877350155,3.0568944991312246,0.12172568875195627,4500000.0,5000.0,18010000.0,108060000.0,216120000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,6,0.1,1,30.75,0.2731,0.0025000000000000022,0.2706,0.2756,0.2863,0.01319999999999999,0.2723,0.2862,0.529,0.5867245596854815,0.52,0.611679700621447,0.2731,resnet32,0.2706,0.2702,2.96123696829785,2.8123288323933426,0.14890813625375318,resnet32,0.2756,0.2744,2.965904638171196,2.817016604271802,0.1488880300259387,4500000.0,5000.0,18010000.0,126070000.0,252140000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,7,0.1,1,30.73,0.25905,0.006249999999999978,0.2528,0.2653,0.2735,0.014450000000000018,0.25880000000000003,0.2736,0.5124,0.61586853229503,0.5198,0.6255571754741692,0.25905,resnet32,0.2528,0.2512,2.8125196424397556,2.641437954523347,0.17108168857256797,resnet32,0.2653,0.2664,2.8075209375132215,2.6360390199856325,0.17148192235353318,4500000.0,5000.0,18010000.0,144080000.0,288160000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,8,0.1,1,30.92,0.2109,0.0232,0.1877,0.2341,0.214,0.0030999999999999917,0.20829999999999999,0.2164,0.5118,0.624000980232569,0.5089,0.617271227517382,0.2109,resnet32,0.1877,0.181,2.7055974937975407,2.5192322715778244,0.18636522465385497,resnet32,0.2341,0.2356,2.7020110728388484,2.5153199591758577,0.1866911152293059,4500000.0,5000.0,18010000.0,162090000.0,324180000.0
resnet32x2_cifar100_K2_mwmd1_seed0005_d001,d001,resnet32:2,cifar100,2,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,9,0.1,1,30.65,0.3115,0.008199999999999985,0.3033,0.3197,0.3393,0.02779999999999999,0.3086,0.3346,0.5726,0.5371167249154624,0.5717,0.5328665808508192,0.3115,resnet32,0.3197,0.3132,2.611118426377123,2.408430900424719,0.20268752493641592,resnet32,0.3033,0.304,2.6038966368545187,2.400685107166117,0.2032115297307345,4500000.0,5000.0,18010000.0,180100000.0,360200000.0
