run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,0,0.1,1,63.09,0.035925,0.00791782009141405,0.0271,0.0461,0.051,0.015074999999999998,0.0358,0.0512,0.7369333333333333,0.285213335677289,0.7436499999999998,0.29158050714469985,0.035925,resnet32,0.0271,0.0234,4.664487046274272,4.563361952250654,0.10112510158399925,resnet32,0.0461,0.0472,4.5859066214073785,4.4915910491889175,0.09431556630773809,resnet32,0.0411,0.041,4.619944275102832,4.514204625378955,0.10573964663622477,resnet32,0.0294,0.0316,4.65151277252219,4.56430514224551,0.08720762671278366,4500000.0,5000.0,18010000.0,18010000.0,72040000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,1,0.1,1,59.6,0.082425,0.01868359909118155,0.0574,0.1067,0.1058,0.023375000000000007,0.08615,0.1052,0.7881999999999999,0.3390161818339837,0.7914333333333334,0.36620818548015516,0.082425,resnet32,0.0574,0.0558,4.231133397329938,4.156855051151731,0.0742783428974111,resnet32,0.0923,0.0938,4.085340207950636,4.021532715044239,0.0638074916258285,resnet32,0.1067,0.11,4.108843942934817,4.033699761060151,0.07514419319870119,resnet32,0.0733,0.085,4.121353630992499,4.057520916516131,0.06383272351972251,4500000.0,5000.0,18010000.0,36020000.0,144080000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,2,0.1,1,59.82,0.122575,0.012938387650708255,0.1032,0.1392,0.1404,0.017824999999999994,0.12015,0.1352,0.6864333333333333,0.49898818934422806,0.6889499999999998,0.495859676151221,0.122575,resnet32,0.1032,0.1022,3.783265858211301,3.6981273256242275,0.0851385325182822,resnet32,0.1392,0.1308,3.7132218940691515,3.6274558918719944,0.08576599878407168,resnet32,0.1266,0.1268,3.6541726633229037,3.5775718709284607,0.07660079570169645,resnet32,0.1213,0.1208,3.682175163179636,3.605316504158757,0.07685866175663912,4500000.0,5000.0,18010000.0,54030000.0,216120000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,3,0.1,1,59.61,0.20297500000000002,0.010713163631719622,0.1872,0.217,0.2336,0.030624999999999986,0.19855,0.226,0.6036333333333334,0.5557519220355994,0.6065833333333334,0.5580702774726019,0.20297500000000002,resnet32,0.217,0.2158,3.416704821993004,3.286965889686888,0.12973892882423985,resnet32,0.1872,0.177,3.3715709132904355,3.2447563382712277,0.12681457519912245,resnet32,0.2014,0.1942,3.3517479781400072,3.2215329059822992,0.1302150696071542,resnet32,0.2063,0.2072,3.36741775308143,3.2400713593445043,0.1273463971764696,4500000.0,5000.0,18010000.0,72040000.0,288160000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,4,0.1,1,59.92,0.21892499999999998,0.010649970657236564,0.2025,0.2317,0.2431,0.02417500000000003,0.21005000000000001,0.2378,0.5745,0.5352093858713252,0.5711,0.55260484635105,0.21892499999999998,resnet32,0.2317,0.226,3.094160458581014,2.94359028339386,0.15057017728263003,resnet32,0.2025,0.1908,3.094446337019855,2.9468256021765145,0.1476207327584482,resnet32,0.2234,0.2204,3.068953776562756,2.9211143024943094,0.14783947537018155,resnet32,0.2181,0.203,3.108961620791392,2.9586186808618633,0.15034293944270097,4500000.0,5000.0,18010000.0,90050000.0,360200000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,5,0.1,1,60.07,0.28940000000000005,0.0037134889255254285,0.2831,0.2927,0.319,0.02959999999999996,0.29005,0.3196,0.5070333333333333,0.6210590746159398,0.5177333333333333,0.6181877508130436,0.28940000000000005,resnet32,0.2927,0.2918,2.8902345022017304,2.714063348756595,0.17617115746675568,resnet32,0.2911,0.2892,2.915864960375157,2.7478281930088997,0.16803676907015455,resnet32,0.2831,0.2844,2.901137412949042,2.7256773808463053,0.17546002949926665,resnet32,0.2907,0.2948,2.933246120471846,2.7653487880121577,0.1678973417305811,4500000.0,5000.0,18010000.0,108060000.0,432240000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,6,0.1,1,59.67,0.3009,0.011445304714161173,0.2829,0.3126,0.3382,0.0373,0.2972,0.3378,0.5260333333333334,0.5882577297756347,0.5240333333333332,0.5935943128485558,0.3009,resnet32,0.3126,0.3098,2.754730995744467,2.5696454754268583,0.18508552116426555,resnet32,0.3087,0.2976,2.7843726849691435,2.6005007035352965,0.18387198014269499,resnet32,0.2994,0.2958,2.7658347859978676,2.5813052122565834,0.18452957467260686,resnet32,0.2829,0.2856,2.7935332103886386,2.609417148950425,0.184116063258526,4500000.0,5000.0,18010000.0,126070000.0,504280000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,7,0.1,1,59.67,0.319525,0.022296230062501587,0.2872,0.3495,0.35,0.030474999999999974,0.31095,0.347,0.4809666666666667,0.6178385054384748,0.4798,0.6155180185118407,0.319525,resnet32,0.3253,0.3198,2.6494598723948,2.4442683470181445,0.20519152150320058,resnet32,0.2872,0.2818,2.7023831565271723,2.4962473664094103,0.20613578664646906,resnet32,0.3495,0.342,2.6773808842355553,2.4735380207950417,0.2038428628690202,resnet32,0.3161,0.3002,2.696429664438421,2.489457527344877,0.20697213741104034,4500000.0,5000.0,18010000.0,144080000.0,576320000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,8,0.1,1,59.7,0.34257499999999996,0.020858975885694873,0.3085,0.3639,0.3785,0.03592500000000004,0.33604999999999996,0.3714,0.4966333333333333,0.5928665180088313,0.4971833333333333,0.6032609978090057,0.34257499999999996,resnet32,0.3639,0.3596,2.570456736467101,2.3530684164301916,0.21738831834359604,resnet32,0.3085,0.2974,2.6101999516514214,2.3995644106444987,0.21063554553653707,resnet32,0.3443,0.3352,2.6004617640917953,2.3896542614833876,0.21080750265074047,resnet32,0.3536,0.352,2.605192504823208,2.3889409718527035,0.21625153201801534,4500000.0,5000.0,18010000.0,162090000.0,648360000.0
resnet32x4_cifar100_K4_mwmd1_seed0002_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,9,0.1,1,59.59,0.33144999999999997,0.018623171051139493,0.306,0.3555,0.3715,0.04005000000000003,0.32675,0.3636,0.5055666666666666,0.5643310139159164,0.5023,0.5782775542933308,0.33144999999999997,resnet32,0.3555,0.3464,2.496825258670883,2.271346330473369,0.22547892766835337,resnet32,0.3411,0.3396,2.548301562497562,2.330566902221604,0.2177346567199989,resnet32,0.306,0.3022,2.5314604841511357,2.3131886243142863,0.21827186150899666,resnet32,0.3232,0.3188,2.5283378565853294,2.3036346665837546,0.22470318741927092,4500000.0,5000.0,18010000.0,180100000.0,720400000.0
