run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,0,0.1,1,63.23,0.020225,0.0016452583383772896,0.0181,0.0227,0.0204,0.00017500000000000154,0.019799999999999998,0.0214,0.7754666666666665,0.3900854298577599,0.7764500000000001,0.37728608755482856,0.020225,resnet32,0.0227,0.022,4.729693848301064,4.628005433488976,0.10168841022542355,resnet32,0.0198,0.0194,4.724826129322702,4.6019247411326925,0.12290137857549284,resnet32,0.0181,0.0166,4.713273574005473,4.601332491771742,0.11194108794486303,resnet32,0.0203,0.0212,4.683240473947742,4.599162038077008,0.08407843746615319,4500000.0,5000.0,18010000.0,18010000.0,72040000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,1,0.1,1,59.86,0.051500000000000004,0.006772739475278818,0.04,0.0568,0.0637,0.012200000000000003,0.0461,0.0568,0.6677,0.3556355026600104,0.6646833333333334,0.3825160245027977,0.051500000000000004,resnet32,0.056,0.0514,4.34609728441997,4.324638997289267,0.021458280438805974,resnet32,0.0568,0.0518,4.418089257722551,4.378968159583482,0.0391210842360372,resnet32,0.0532,0.0462,4.363071550361135,4.341575652699579,0.021495894705532755,resnet32,0.04,0.035,4.496516020799225,4.4568202932449905,0.039695728994212746,4500000.0,5000.0,18010000.0,36020000.0,144080000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,2,0.1,1,59.82,0.10315,0.00905386657732485,0.0922,0.1173,0.1146,0.011449999999999988,0.1027,0.116,0.6191,0.48118966813521746,0.6256166666666666,0.4835528919854117,0.10315,resnet32,0.1027,0.104,3.9346296055750414,3.8607146106660366,0.0739149967875247,resnet32,0.1004,0.0994,3.894185733050108,3.837320585481145,0.05686515247957273,resnet32,0.1173,0.1142,3.857231214303862,3.7998805066401307,0.05735070994441313,resnet32,0.0922,0.0932,4.038941890678623,3.9663844051008876,0.07255747993159192,4500000.0,5000.0,18010000.0,54030000.0,216120000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,3,0.1,1,59.98,0.16235,0.004043822449119151,0.157,0.1681,0.1821,0.019750000000000018,0.1608,0.176,0.5578,0.5882673072160788,0.55485,0.5966526723865014,0.16235,resnet32,0.1635,0.1546,3.5682199336588383,3.478602360256694,0.08961757406888698,resnet32,0.157,0.1614,3.5988438193770973,3.5108092325654896,0.08803458287465302,resnet32,0.1681,0.165,3.5384230383417825,3.4483457404104145,0.09007729183014651,resnet32,0.1608,0.1622,3.6307320391589943,3.5431730882688,0.08755895078436217,4500000.0,5000.0,18010000.0,72040000.0,288160000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,4,0.1,1,60.1,0.193125,0.01585912592168938,0.1795,0.2201,0.2221,0.028975,0.19384999999999997,0.222,0.5818333333333333,0.5421912550054492,0.5896,0.5406050218703015,0.193125,resnet32,0.1795,0.1794,3.301870469681241,3.1778908686881717,0.12397960648575629,resnet32,0.2201,0.226,3.2946635139259426,3.1703060320155187,0.1243574785555459,resnet32,0.1878,0.188,3.2727696153927934,3.1541142060675402,0.11865541144189509,resnet32,0.1851,0.182,3.3115327876399863,3.193321143700318,0.11821164579173042,4500000.0,5000.0,18010000.0,90050000.0,360200000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,5,0.1,1,59.86,0.221625,0.023534163996199224,0.1921,0.2531,0.2449,0.023275000000000018,0.2167,0.2466,0.591,0.5303228684236609,0.5934499999999999,0.5392277697549474,0.221625,resnet32,0.1921,0.189,3.0814569365571844,2.9292729781432585,0.15218395603270354,resnet32,0.2074,0.2052,3.0349034392698244,2.8880965560674667,0.14680688180537385,resnet32,0.2339,0.2246,3.0442567809738894,2.897883978079666,0.1463727995393459,resnet32,0.2531,0.248,3.0690201375294817,2.916603731499477,0.1524164077762345,4500000.0,5000.0,18010000.0,108060000.0,432240000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,6,0.1,1,59.9,0.29314999999999997,0.013266028041580495,0.2706,0.3048,0.3288,0.035650000000000015,0.29019999999999996,0.3214,0.5243666666666668,0.5818620846334278,0.5227333333333334,0.5859244481877229,0.29314999999999997,resnet32,0.2706,0.2672,2.9029747423800556,2.7368050745942374,0.16616967060095209,resnet32,0.2982,0.298,2.8450428836724977,2.6800740638917144,0.1649688202252781,resnet32,0.3048,0.299,2.8669954636557535,2.7028410488908943,0.16415441492360763,resnet32,0.299,0.2966,2.8870845555581828,2.7203223403881895,0.16676221912811426,4500000.0,5000.0,18010000.0,126070000.0,504280000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,7,0.1,1,59.94,0.270975,0.01213185373304508,0.2534,0.2864,0.2911,0.020125000000000004,0.2676,0.2904,0.5027,0.6116883207547077,0.5032166666666668,0.6027648890019677,0.270975,resnet32,0.2676,0.2692,2.774448894980279,2.5959820452738893,0.17846685099754145,resnet32,0.2765,0.2702,2.7143416086381134,2.5349579683758994,0.17938363729891452,resnet32,0.2864,0.2788,2.7329505656591873,2.5541522850028495,0.1787982776718722,resnet32,0.2534,0.2522,2.751913255588575,2.5730024069886315,0.17891084984876215,4500000.0,5000.0,18010000.0,144080000.0,576320000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,8,0.1,1,59.94,0.31675,0.009895832456140315,0.3,0.3256,0.3469,0.03015000000000001,0.30724999999999997,0.3372,0.4644,0.6373538075976605,0.46690000000000004,0.6375395977665325,0.31675,resnet32,0.3198,0.309,2.716114506464113,2.50343419238925,0.21268031231805004,resnet32,0.3216,0.3122,2.6541428853842346,2.438969663259658,0.21517321837811984,resnet32,0.3,0.2908,2.6702688590369443,2.468717696653171,0.20155116033063017,resnet32,0.3256,0.317,2.6690373115918855,2.4673034757037056,0.20173383322121066,4500000.0,5000.0,18010000.0,162090000.0,648360000.0
resnet32x4_cifar100_K4_mwmd1_seed0005_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,9,0.1,1,59.95,0.31487499999999996,0.030249493797417523,0.2709,0.3531,0.3534,0.03852500000000003,0.3093,0.341,0.5220666666666667,0.565911692455076,0.5242666666666668,0.5685209293753868,0.31487499999999996,resnet32,0.3531,0.3474,2.643912212923169,2.4250924910672684,0.21881972124207427,resnet32,0.3066,0.3056,2.5791689635000448,2.357405515726317,0.22176344857805155,resnet32,0.3289,0.313,2.585140125826001,2.3765150979161263,0.20862502422691745,resnet32,0.2709,0.2712,2.581623574718833,2.3727008277042345,0.2089227482634173,4500000.0,5000.0,18010000.0,180100000.0,720400000.0
