run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,0,0.1,1,63.83,0.020749999999999998,0.012907459083801117,0.01,0.0423,0.0393,0.018550000000000004,0.021,0.0358,0.9202,0.11841612054869445,0.9211666666666667,0.10126067723922745,0.020749999999999998,resnet32,0.0191,0.0184,4.734443304890936,4.635012801397931,0.09943051189756344,resnet32,0.0423,0.0412,4.646501058881933,4.559430231424895,0.08707082389281079,resnet32,0.01,0.0104,4.715497383339838,4.649339700964364,0.06615768110695668,resnet32,0.0116,0.014,4.7157663012092765,4.640238945457068,0.07552736683795626,4500000.0,5000.0,18010000.0,18010000.0,72040000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,1,0.1,1,59.97,0.07187500000000001,0.01966689795061743,0.0387,0.0878,0.0839,0.012024999999999994,0.06955,0.085,0.7003333333333334,0.3423595622828111,0.6995833333333333,0.34815845322668587,0.07187500000000001,resnet32,0.0758,0.0734,4.385298463431272,4.309075330807404,0.07622313224287196,resnet32,0.0878,0.0892,4.17551299082962,4.099765271625736,0.07574771897634491,resnet32,0.0387,0.0364,4.613427678292448,4.532980497587811,0.08044717756936072,resnet32,0.0852,0.0792,4.3227239247750155,4.244189125909046,0.07853479246312584,4500000.0,5000.0,18010000.0,36020000.0,144080000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,2,0.1,1,59.83,0.11030000000000001,0.014006248605533173,0.0869,0.123,0.1173,0.006999999999999992,0.1019,0.1132,0.5641333333333334,0.5067348505998369,0.5726333333333334,0.49940229150471316,0.11030000000000001,resnet32,0.1187,0.1134,3.815493830564347,3.7264380532909525,0.08905578030548482,resnet32,0.123,0.1052,3.867344341833483,3.7660023248331114,0.101342014756731,resnet32,0.0869,0.0806,4.056010061028329,3.9570741639895872,0.0989359030182558,resnet32,0.1126,0.1084,3.765237736431035,3.6750733222473753,0.09016441310417246,4500000.0,5000.0,18010000.0,54030000.0,216120000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,3,0.1,1,59.81,0.1956,0.013366188686383267,0.1727,0.2062,0.2152,0.019600000000000006,0.18874999999999997,0.2084,0.5605333333333333,0.5921648361958102,0.5669166666666666,0.5976907469645166,0.1956,resnet32,0.2028,0.1992,3.508719721978361,3.389706317335367,0.11901340533090247,resnet32,0.2062,0.1984,3.461585905064236,3.3555069894275884,0.10607891258868304,resnet32,0.1727,0.1664,3.575062887573784,3.4571545797992838,0.11790830573194068,resnet32,0.2007,0.191,3.4236768060787157,3.3168976445767013,0.10677915839055045,4500000.0,5000.0,18010000.0,72040000.0,288160000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,4,0.1,1,59.74,0.20405,0.013210128689759234,0.1835,0.2175,0.2263,0.022249999999999992,0.20489999999999997,0.224,0.5649333333333333,0.5701723629716914,0.5700666666666666,0.5666627053877682,0.20405,resnet32,0.1835,0.1874,3.267031572081826,3.122042505917224,0.1449890653602779,resnet32,0.2135,0.211,3.197576627812602,3.057142894376408,0.1404337331292812,resnet32,0.2017,0.205,3.255960821766745,3.116852282123132,0.13910853781271726,resnet32,0.2175,0.2162,3.184679387983951,3.0376810008151964,0.1469983847557821,4500000.0,5000.0,18010000.0,90050000.0,360200000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,5,0.1,1,60.05,0.24457500000000001,0.020059458492192653,0.2246,0.2772,0.272,0.027425000000000005,0.24285,0.2678,0.5668333333333333,0.5660730651344169,0.5683166666666666,0.583018386951442,0.24457500000000001,resnet32,0.2246,0.2218,3.0683862956410106,2.8993441035801713,0.16904218820855021,resnet32,0.2772,0.271,2.9745425131510603,2.8120204772461546,0.16252203621181913,resnet32,0.2325,0.2344,3.043009227988395,2.8731361871415917,0.1698730425824496,resnet32,0.244,0.2442,2.984194269234484,2.8220852220600303,0.1621090414171869,4500000.0,5000.0,18010000.0,108060000.0,432240000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,6,0.1,1,60.35,0.26285,0.01490478111211297,0.2416,0.283,0.301,0.03815000000000002,0.2679,0.305,0.5832,0.5391917160452567,0.5925166666666667,0.5369984844660345,0.26285,resnet32,0.2595,0.2652,2.9030766222964632,2.7164759043265474,0.18660071877424012,resnet32,0.2673,0.2728,2.8214608501981604,2.6370931304991245,0.18436772003769875,resnet32,0.2416,0.2452,2.868743884292516,2.686138219115409,0.18260566509244117,resnet32,0.283,0.2884,2.844707407395948,2.6560993072661487,0.18860810273326933,4500000.0,5000.0,18010000.0,126070000.0,504280000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,7,0.1,1,59.78,0.30335,0.021872528431802294,0.2771,0.3293,0.3245,0.021150000000000002,0.29885,0.3312,0.4785,0.6462239251668068,0.4799833333333334,0.6434164820070775,0.30335,resnet32,0.2771,0.2738,2.78843250294978,2.584642865441062,0.2037896350745789,resnet32,0.2869,0.279,2.7116088179702107,2.517980405214158,0.19362841626967897,resnet32,0.3293,0.3328,2.7628327550535854,2.5578491274606097,0.20498362647115506,resnet32,0.3201,0.3098,2.7252703596922485,2.5322523034093054,0.19301805732009764,4500000.0,5000.0,18010000.0,144080000.0,576320000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,8,0.1,1,59.83,0.32082499999999997,0.03324946428139858,0.2793,0.3721,0.3598,0.03897500000000004,0.3151,0.346,0.5143333333333334,0.5770176295384576,0.5165833333333333,0.5829569203434909,0.32082499999999997,resnet32,0.2793,0.2746,2.686407645994967,2.473263459618796,0.21314418881030922,resnet32,0.3721,0.3594,2.6249439763751896,2.4126798449592157,0.2122641325377944,resnet32,0.3127,0.3124,2.667271901260723,2.4567273519933224,0.21054454425095834,resnet32,0.3192,0.314,2.6399394050240517,2.424989119510759,0.214950289090418,4500000.0,5000.0,18010000.0,162090000.0,648360000.0
resnet32x4_cifar100_K4_mwmd1_seed0003_d001,d001,resnet32:4,cifar100,4,matched,mwmd1,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1880016,9,0.1,1,60.17,0.310925,0.013518945040201921,0.2903,0.3239,0.3488,0.03787499999999999,0.30479999999999996,0.34,0.5448333333333333,0.5698938816120421,0.5438000000000001,0.573019805913631,0.310925,resnet32,0.2903,0.2778,2.618072530424053,2.385725108567964,0.23234742124226282,resnet32,0.3074,0.2994,2.551254962655631,2.3298602478409354,0.2213947182224894,resnet32,0.3239,0.3192,2.610471160743724,2.3782322535460647,0.23223890690132976,resnet32,0.3221,0.3228,2.564548909325491,2.3435855641622436,0.22096334433775733,4500000.0,5000.0,18010000.0,180100000.0,720400000.0
