run_id,run_tag,cohort,dataset,K,arm,arm_label,target,comm_on,comm_block,kd_scale,comm_accounting,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,comm_duty,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,model_04_arch,model_04_test_acc,model_04_val_acc,model_04_train_loss,model_04_ce_loss,model_04_kd_loss,model_05_arch,model_05_test_acc,model_05_val_acc,model_05_train_loss,model_05_ce_loss,model_05_kd_loss,model_06_arch,model_06_test_acc,model_06_val_acc,model_06_train_loss,model_06_ce_loss,model_06_kd_loss,model_07_arch,model_07_test_acc,model_07_val_acc,model_07_train_loss,model_07_ce_loss,model_07_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,0,0.1,0,1.0,145.56,0.25822500000000004,0.040835944644393864,0.1894,0.303,0.3218,0.06357499999999994,0.25834999999999997,0.3266,0.5827642857142857,0.3725121290929944,0.5819464285714286,0.3766511210190596,0.25822500000000004,resnet32,0.2275,0.2312,2.333248530599204,2.333248530599204,0.0,resnet32,0.2609,0.2794,2.28430721079084,2.28430721079084,0.0,resnet32,0.1894,0.185,2.359497877007181,2.359497877007181,0.0,resnet32,0.2973,0.286,2.3488800153136253,2.3488800153136253,0.0,resnet32,0.2822,0.2814,2.319576466625387,2.319576466625387,0.0,resnet32,0.211,0.21,2.3338822466744618,2.3338822466744618,0.0,resnet32,0.2945,0.2912,2.2542603992941705,2.2542603992941705,0.0,resnet32,0.303,0.3026,2.3024564172056587,2.3024564172056587,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,1,0.1,0,1.0,117.22,0.3607,0.025541583741029057,0.3209,0.404,0.3967,0.035999999999999976,0.355075,0.4006,0.5032357142857142,0.42144877783044776,0.5038785714285715,0.4228345008147397,0.3607,resnet32,0.3209,0.3088,2.1780273841524664,2.1780273841524664,0.0,resnet32,0.404,0.3952,2.124453488398682,2.124453488398682,0.0,resnet32,0.331,0.323,2.1828910168260336,2.1828910168260336,0.0,resnet32,0.3435,0.3292,2.169489245523106,2.169489245523106,0.0,resnet32,0.3758,0.376,2.1517232935875654,2.1517232935875654,0.0,resnet32,0.3628,0.3634,2.1776494194160807,2.1776494194160807,0.0,resnet32,0.3756,0.374,2.1175966269590636,2.1175966269590636,0.0,resnet32,0.372,0.371,2.14401161569086,2.14401161569086,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,2,0.1,0,1.0,117.07,0.37235,0.042635636502813004,0.303,0.4297,0.3896,0.017249999999999988,0.367725,0.3872,0.46194999999999997,0.5093937622888844,0.4527607142857143,0.5175113636022458,0.37235,resnet32,0.3196,0.3238,2.1164737289602105,2.1164737289602105,0.0,resnet32,0.388,0.3854,2.074337060647932,2.074337060647932,0.0,resnet32,0.303,0.282,2.08788102729754,2.08788102729754,0.0,resnet32,0.374,0.3608,2.120932265946811,2.120932265946811,0.0,resnet32,0.4071,0.4104,2.0906712900508535,2.0906712900508535,0.0,resnet32,0.4297,0.4258,2.099187867885286,2.099187867885286,0.0,resnet32,0.4113,0.408,2.0755434689873997,2.0755434689873997,0.0,resnet32,0.3461,0.3456,2.08823228221048,2.08823228221048,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,3,0.1,0,1.0,117.14,0.44966249999999997,0.039315580165501816,0.3508,0.4794,0.4876,0.03793750000000001,0.450975,0.481,0.3860785714285715,0.5918397735181938,0.38326785714285716,0.5955732975706695,0.44966249999999997,resnet32,0.3508,0.3524,2.0654966822740706,2.0654966822740706,0.0,resnet32,0.4754,0.4814,2.0304064354435964,2.0304064354435964,0.0,resnet32,0.4559,0.459,2.029250816357407,2.029250816357407,0.0,resnet32,0.4481,0.4492,2.0768305398523808,2.0768305398523808,0.0,resnet32,0.4444,0.4454,2.052555325187065,2.052555325187065,0.0,resnet32,0.4738,0.4688,2.0393078372898428,2.0393078372898428,0.0,resnet32,0.4794,0.4754,2.0400016622787174,2.0400016622787174,0.0,resnet32,0.4695,0.4762,2.038078960200602,2.038078960200602,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,4,0.1,0,1.0,117.14,0.506275,0.04403563187919529,0.4318,0.5713,0.5593,0.05302499999999999,0.5019,0.5532,0.3885285714285715,0.5319735437268974,0.38009285714285707,0.5444250347901243,0.506275,resnet32,0.51,0.5044,2.0230585661801426,2.0230585661801426,0.0,resnet32,0.4436,0.4418,1.99599888920784,1.99599888920784,0.0,resnet32,0.5412,0.534,1.9980816883458332,1.9980816883458332,0.0,resnet32,0.4318,0.4214,2.0409213939512316,2.0409213939512316,0.0,resnet32,0.5134,0.5086,2.0302796138619836,2.0302796138619836,0.0,resnet32,0.5289,0.5226,2.0054524288597433,2.0054524288597433,0.0,resnet32,0.51,0.5068,2.007724579423666,2.007724579423666,0.0,resnet32,0.5713,0.5756,2.0019865720109506,2.0019865720109506,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,5,0.1,0,1.0,117.15,0.5029250000000001,0.05062254315026063,0.3879,0.5481,0.5678,0.0648749999999999,0.5003,0.5628,0.42566428571428566,0.51719423966156,0.4234071428571428,0.5244463794356027,0.5029250000000001,resnet32,0.5453,0.5486,1.9940393289381808,1.9940393289381808,0.0,resnet32,0.5415,0.5472,1.9725384754552082,1.9725384754552082,0.0,resnet32,0.5481,0.5436,1.9747949173165993,1.9747949173165993,0.0,resnet32,0.3879,0.381,2.004995870488611,2.004995870488611,0.0,resnet32,0.4759,0.4716,2.0142472589557823,2.0142472589557823,0.0,resnet32,0.4814,0.4794,1.9781782066618854,1.9781782066618854,0.0,resnet32,0.5166,0.509,1.9819085718217222,1.9819085718217222,0.0,resnet32,0.5267,0.522,1.975682495669885,1.975682495669885,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,6,0.1,0,1.0,117.13,0.5523625,0.03004146873490042,0.4819,0.5932,0.6398,0.08743750000000006,0.5588,0.6486,0.42371428571428565,0.42240527145671036,0.4197464285714286,0.43290643993304334,0.5523625,resnet32,0.5481,0.5594,1.9732263574207372,1.9732263574207372,0.0,resnet32,0.5932,0.6066,1.9557468743825501,1.9557468743825501,0.0,resnet32,0.5618,0.5712,1.9575274674729868,1.9575274674729868,0.0,resnet32,0.4819,0.4846,1.9842940306460315,1.9842940306460315,0.0,resnet32,0.5468,0.5542,2.0048049469901756,2.0048049469901756,0.0,resnet32,0.5719,0.5658,1.9643685291097923,1.9643685291097923,0.0,resnet32,0.5601,0.569,1.9663827825676312,1.9663827825676312,0.0,resnet32,0.5551,0.5596,1.9619673935865813,1.9619673935865813,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,7,0.1,0,1.0,117.12,0.5335375,0.02576295487225794,0.4858,0.576,0.6083,0.07476249999999995,0.5351250000000001,0.6164,0.4368214285714287,0.43759528170917034,0.4291142857142856,0.45447527167714574,0.5335375,resnet32,0.5259,0.5264,1.9555904448709704,1.9555904448709704,0.0,resnet32,0.5523,0.5616,1.937828485091979,1.937828485091979,0.0,resnet32,0.5366,0.5352,1.9427445966073058,1.9427445966073058,0.0,resnet32,0.5078,0.5044,1.9639351030980998,1.9639351030980998,0.0,resnet32,0.4858,0.4844,1.987806519154798,1.987806519154798,0.0,resnet32,0.5434,0.5556,1.947984733872793,1.947984733872793,0.0,resnet32,0.5405,0.5416,1.9503936764191498,1.9503936764191498,0.0,resnet32,0.576,0.5718,1.9503449006852778,1.9503449006852778,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,8,0.1,0,1.0,117.06,0.5571625,0.03459855262507378,0.4943,0.6075,0.6303,0.07313749999999997,0.5643,0.6398,0.4040642857142856,0.471842591624941,0.4090178571428572,0.47128582579302647,0.5571625,resnet32,0.4943,0.5032,1.9422577211463994,1.9422577211463994,0.0,resnet32,0.5553,0.5638,1.9281292760914022,1.9281292760914022,0.0,resnet32,0.6075,0.6108,1.932369952513413,1.932369952513413,0.0,resnet32,0.5721,0.5832,1.947609999809753,1.947609999809753,0.0,resnet32,0.5354,0.5456,1.9774345291609114,1.9774345291609114,0.0,resnet32,0.528,0.5352,1.9400619576600464,1.9400619576600464,0.0,resnet32,0.5707,0.5654,1.937940617853945,1.937940617853945,0.0,resnet32,0.594,0.6072,1.937857062979178,1.937857062979178,0.0,0.0,0.0,0.0,0.0,0.0
resnet32x8_cifar10_K8_indep_noise40_seed0005_d017,d017,resnet32:8,cifar10,8,indep,indep,peers,0,0,1.0,p2p,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.4,0.396156,42,0,45000,5000,10000,3713232,9,0.1,0,1.0,117.16,0.539975,0.07237212429520085,0.366,0.6257,0.6011,0.061124999999999985,0.54375,0.6102,0.42492142857142856,0.45112880294801755,0.4241964285714285,0.45301272766257583,0.539975,resnet32,0.5734,0.5806,1.9275876336138358,1.9275876336138358,0.0,resnet32,0.5718,0.572,1.9158598540181464,1.9158598540181464,0.0,resnet32,0.5517,0.5464,1.9185301006178965,1.9185301006178965,0.0,resnet32,0.6257,0.631,1.9308325164020061,1.9308325164020061,0.0,resnet32,0.508,0.5082,1.9585035934366963,1.9585035934366963,0.0,resnet32,0.5561,0.5724,1.9305524671958252,1.9305524671958252,0.0,resnet32,0.366,0.3738,1.9230338004841045,1.9230338004841045,0.0,resnet32,0.5671,0.5656,1.9247755982320418,1.9247755982320418,0.0,0.0,0.0,0.0,0.0,0.0
