run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,model_04_arch,model_04_test_acc,model_04_val_acc,model_04_train_loss,model_04_ce_loss,model_04_kd_loss,model_05_arch,model_05_test_acc,model_05_val_acc,model_05_train_loss,model_05_ce_loss,model_05_kd_loss,model_06_arch,model_06_test_acc,model_06_val_acc,model_06_train_loss,model_06_ce_loss,model_06_kd_loss,model_07_arch,model_07_test_acc,model_07_val_acc,model_07_train_loss,model_07_ce_loss,model_07_kd_loss,model_08_arch,model_08_test_acc,model_08_val_acc,model_08_train_loss,model_08_ce_loss,model_08_kd_loss,model_09_arch,model_09_test_acc,model_09_val_acc,model_09_train_loss,model_09_ce_loss,model_09_kd_loss,model_10_arch,model_10_test_acc,model_10_val_acc,model_10_train_loss,model_10_ce_loss,model_10_kd_loss,model_11_arch,model_11_test_acc,model_11_val_acc,model_11_train_loss,model_11_ce_loss,model_11_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,0,0.1,3,113.04,0.030191666666666662,0.011214384983384312,0.0179,0.0514,0.0592,0.02900833333333334,0.02953333333333333,0.0632,0.7862151515151512,0.24184795600104578,0.7876045454545457,0.2552043087123187,0.030191666666666662,resnet32,0.0316,0.0306,4.687364163723859,4.588776922361418,0.09858723803269888,resnet32,0.0221,0.02,4.682996156540784,4.611913029443134,0.07108313400352596,resnet32,0.0301,0.0266,4.652270711958408,4.557347216389396,0.09492349745976919,resnet32,0.0225,0.019,4.710943365638906,4.640578931028193,0.0703644371354709,resnet32,0.0327,0.0318,4.7005222954533314,4.606796796348962,0.09372550051127539,resnet32,0.018,0.0178,4.735170555385676,4.632742555981332,0.10242799945990555,resnet32,0.0514,0.0486,4.572602599859238,4.448187419636683,0.12441517975292465,resnet32,0.0253,0.0256,4.706788197837093,4.5999669960953975,0.10682119484607194,resnet32,0.0204,0.0204,4.691511099311438,4.594540035860105,0.0969710607572448,resnet32,0.0506,0.0554,4.674581518227404,4.574519643729383,0.10006187085441938,resnet32,0.0397,0.04,4.648206300356171,4.535560647872361,0.11264565374023566,resnet32,0.0179,0.0186,4.695459124716845,4.621555196290666,0.07390393203174674,13500000.0,0.0,54000000.0,54000000.0,648000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,1,0.1,3,110.22,0.07590833333333334,0.02385681098880476,0.0375,0.1168,0.0945,0.01859166666666666,0.07696666666666667,0.0972,0.6905454545454546,0.40600932176827265,0.6861999999999996,0.4309237164785949,0.07590833333333334,resnet32,0.0921,0.0898,4.219028129157695,4.1065212511880835,0.11250686271920461,resnet32,0.0375,0.04,4.368329611014236,4.3179120350290425,0.05041757876857777,resnet32,0.084,0.0836,4.218200393021107,4.1405332457612865,0.07766714881555262,resnet32,0.0441,0.046,4.413654585792259,4.342890598895875,0.07076397895897654,resnet32,0.0999,0.101,4.125766590914943,4.0457400642335415,0.08002653513209555,resnet32,0.0559,0.0592,4.434929521585053,4.31072339381684,0.12420612429691986,resnet32,0.1168,0.1204,4.0665347166359425,3.9424600814553825,0.12407463088377634,resnet32,0.0842,0.0882,4.25924764438109,4.159766277129,0.09948137949686497,resnet32,0.0719,0.0666,4.286893431097269,4.223474606871605,0.06341882199260661,resnet32,0.0948,0.0954,4.170331817797639,4.076772553676909,0.09355925465933979,resnet32,0.0833,0.0874,4.137971908870068,4.0576976050030105,0.08027430319502442,resnet32,0.0464,0.046,4.34757083078677,4.278419762172482,0.06915106662728993,13500000.0,0.0,54000000.0,108000000.0,1296000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,2,0.1,3,109.48,0.1324,0.01980037878425562,0.0907,0.171,0.1481,0.01570000000000002,0.13126666666666667,0.153,0.5974575757575757,0.5698135310227643,0.600821212121212,0.5726723492225753,0.1324,resnet32,0.1259,0.1228,3.739384754476222,3.6194624619727787,0.11992229297968814,resnet32,0.1179,0.1154,3.8852390497922897,3.792188910259442,0.09305013939526609,resnet32,0.1119,0.1216,3.7396461716429754,3.635988885706121,0.10365728443403813,resnet32,0.1434,0.1402,3.8309689394452353,3.7443644583902578,0.0866044805469838,resnet32,0.1404,0.138,3.652974962510846,3.5509911423379723,0.10198382123119452,resnet32,0.1247,0.124,3.88727197389711,3.760627133602446,0.12664484135298568,resnet32,0.171,0.1702,3.6249894350767136,3.499086854132739,0.12590258275370367,resnet32,0.1394,0.134,3.744012012739073,3.637804189866239,0.10620782286225056,resnet32,0.1543,0.1478,3.7446130700409412,3.6550701548430053,0.089542915425475,resnet32,0.1314,0.1252,3.7104858471588655,3.619602533903989,0.09088331326545979,resnet32,0.1378,0.1426,3.673875431784175,3.5676055025647986,0.1062699267746542,resnet32,0.0907,0.0934,3.8036468198353592,3.721179140562361,0.08246767871737988,13500000.0,0.0,54000000.0,162000000.0,1944000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,3,0.1,3,109.43,0.20346666666666666,0.01496792867730498,0.1709,0.2221,0.235,0.03153333333333333,0.19681666666666667,0.2312,0.5886818181818182,0.5483509433161058,0.5920484848484848,0.5654959237242535,0.20346666666666666,resnet32,0.1931,0.1886,3.343405492603779,3.1976856602863832,0.14571983137548986,resnet32,0.2098,0.2044,3.4792023971676826,3.355160690844059,0.12404170602729375,resnet32,0.2155,0.2052,3.34087461842732,3.1972741877490822,0.1436004332711243,resnet32,0.2067,0.2048,3.471557045186108,3.344951956109567,0.12660509220917116,resnet32,0.1709,0.167,3.2747513109987434,3.1421426168896933,0.13260869578119705,resnet32,0.2041,0.2044,3.4848978827622803,3.3270583132451232,0.15783956959123976,resnet32,0.2221,0.2126,3.2422389327125116,3.08521050892093,0.15702842440540818,resnet32,0.218,0.2092,3.3662743646312845,3.220485104417259,0.14578925985419613,resnet32,0.2067,0.1922,3.373816245658831,3.2559131631119684,0.11790307795374909,resnet32,0.2176,0.2034,3.359576295045289,3.231655940752138,0.12792035288558426,resnet32,0.1811,0.176,3.2900740287520667,3.1524248756468296,0.13764915191991764,resnet32,0.196,0.194,3.427852465686473,3.310438221489841,0.11741424405904995,13500000.0,0.0,54000000.0,216000000.0,2592000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,4,0.1,3,110.86,0.22899166666666668,0.01905852645289125,0.1718,0.246,0.2609,0.031908333333333344,0.22105000000000005,0.245,0.5215272727272727,0.5663561252569093,0.5233515151515152,0.5820893988851454,0.22899166666666668,resnet32,0.246,0.24,3.028979155827652,2.8575227846476166,0.17145637738179753,resnet32,0.2364,0.2276,3.1721460985189136,3.0128168619491835,0.15932924155442213,resnet32,0.2242,0.2116,3.0321366292509166,2.8612139235165985,0.17092270459133116,resnet32,0.1718,0.17,3.1693284680897538,3.0089218271049587,0.1604066402122209,resnet32,0.2429,0.2346,2.9945864254100756,2.8326689919287507,0.16191743312149562,resnet32,0.2403,0.2338,3.1284039772369643,2.9462674233046444,0.18213655242950402,resnet32,0.2345,0.227,2.9584431482309643,2.780766349624504,0.1776768017179248,resnet32,0.2292,0.2204,3.049893628805876,2.875048317015171,0.17484531358985061,resnet32,0.2253,0.2182,3.0690139030868355,2.9165783981707962,0.15243550545578313,resnet32,0.2186,0.2122,3.051544716073708,2.8897812200540844,0.16176349667578258,resnet32,0.2353,0.2252,3.0029012323780493,2.835956071249463,0.16694516155191444,resnet32,0.2434,0.232,3.1153895228423854,2.9634440659799357,0.15194545755035838,13500000.0,0.0,54000000.0,270000000.0,3240000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,5,0.1,3,111.22,0.29842500000000005,0.02175661297935258,0.2595,0.3253,0.3349,0.036474999999999924,0.29683333333333334,0.3354,0.5106121212121213,0.6103978839550894,0.5188833333333331,0.6105984202644252,0.29842500000000005,resnet32,0.3056,0.3116,2.8132876841859384,2.62288558754054,0.19040209507908334,resnet32,0.2595,0.2568,2.9592110873623327,2.7763806151395496,0.18283046934414993,resnet32,0.3253,0.3246,2.8238601295108143,2.631762759590691,0.19209737055511636,resnet32,0.2605,0.255,2.963568540797992,2.7794602384621445,0.18410830407149412,resnet32,0.2815,0.277,2.8064203289422123,2.623019782656973,0.18340054524808444,resnet32,0.2872,0.2912,2.8929486691274424,2.6952053769068285,0.19774329027330334,resnet32,0.3231,0.3204,2.7770719595930795,2.5852419215847147,0.1918300375638699,resnet32,0.3171,0.3168,2.8556242893365296,2.6614658158611166,0.19415847235359251,resnet32,0.3063,0.3048,2.863848205655813,2.6867437396537173,0.17710446322929452,resnet32,0.3149,0.3086,2.8463869423351507,2.658198569985953,0.18818837012672288,resnet32,0.289,0.2882,2.815042701295831,2.627018964426084,0.18802373742007397,resnet32,0.3111,0.307,2.9056834656406534,2.728008165278218,0.17767530334690076,13500000.0,0.0,54000000.0,324000000.0,3888000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,6,0.1,3,110.5,0.3193,0.0229459873035207,0.2777,0.35,0.3664,0.04710000000000003,0.3153666666666667,0.365,0.5188151515151516,0.5909613207665723,0.5189000000000001,0.6000977984353689,0.3193,resnet32,0.35,0.3472,2.678092910823497,2.47021269578148,0.20788021620616995,resnet32,0.2999,0.2918,2.809047010134567,2.6074723333797674,0.20157467609864066,resnet32,0.3438,0.3404,2.686463749544187,2.478176863694733,0.20828688582828778,resnet32,0.2777,0.2696,2.833496855063872,2.6311551332473755,0.2023417238908058,resnet32,0.3413,0.3396,2.6796364530243655,2.4790039384229616,0.20063251453790476,resnet32,0.3305,0.338,2.733033167028969,2.519991347227584,0.21304182045754383,resnet32,0.2893,0.2908,2.643730816854672,2.438104163685983,0.2056266512425447,resnet32,0.3326,0.3246,2.7289884171702643,2.5188819212331013,0.21010649765164338,resnet32,0.3279,0.3264,2.7367203726687213,2.5388625677336347,0.19785780578174375,resnet32,0.313,0.3126,2.7112438052215357,2.5051725041121244,0.2060712986329401,resnet32,0.3326,0.3254,2.6848648102446036,2.478815948929299,0.2060488600876521,resnet32,0.293,0.278,2.76929628408768,2.5728171565993265,0.19647912829267708,13500000.0,0.0,54000000.0,378000000.0,4536000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,7,0.1,3,110.29,0.3243166666666667,0.01926334313894888,0.2937,0.3627,0.3775,0.053183333333333305,0.3165166666666667,0.3642,0.515581818181818,0.5802241000286892,0.5160666666666666,0.5804129404477759,0.3243166666666667,resnet32,0.2937,0.2794,2.563190967352553,2.3379734608937395,0.2252175034955144,resnet32,0.3352,0.3312,2.7104084163226863,2.4886243395845997,0.2217840735631233,resnet32,0.3127,0.3056,2.5725762979550795,2.349073479290713,0.22350281974385408,resnet32,0.3005,0.2904,2.726603850722313,2.5051392369310963,0.22146461252123117,resnet32,0.3627,0.356,2.571525934744965,2.3532927141270856,0.21823322144336998,resnet32,0.3515,0.3416,2.625549553131515,2.392478469420563,0.23307108440944416,resnet32,0.3148,0.3082,2.5425065220756964,2.320501266724684,0.22200525909746913,resnet32,0.3295,0.3226,2.6152082959359344,2.3877034160223873,0.22750487506643616,resnet32,0.3334,0.3284,2.6476966698061335,2.430650073526935,0.21704659378156066,resnet32,0.3093,0.3044,2.606072300537066,2.3819606751203537,0.22411162793551656,resnet32,0.3296,0.3208,2.57462286000902,2.3531005702574146,0.22152229356156153,resnet32,0.3189,0.3096,2.668434522707354,2.4539241844957527,0.21451033592562785,13500000.0,0.0,54000000.0,432000000.0,5184000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,8,0.1,3,110.7,0.35764166666666664,0.015450968596031628,0.3287,0.3884,0.408,0.05035833333333334,0.35446666666666665,0.3986,0.4869272727272726,0.6048033093141016,0.489739393939394,0.6022431978813155,0.35764166666666664,resnet32,0.3599,0.3574,2.4711043617942114,2.2354921249842103,0.23561223922297359,resnet32,0.3287,0.3304,2.6332636993717062,2.3979476905343207,0.23531600513326173,resnet32,0.3664,0.3632,2.4852146206592973,2.2517780145122246,0.2334366019137881,resnet32,0.336,0.3372,2.6422276263209907,2.4090925345027987,0.23313509484499015,resnet32,0.3541,0.343,2.480846819552508,2.2516111313280733,0.22923568604429337,resnet32,0.3762,0.3658,2.5357356555759907,2.2912996006621555,0.24443605857562611,resnet32,0.359,0.36,2.4610988814383745,2.22810973955149,0.23298913778059863,resnet32,0.3657,0.356,2.52399523132904,2.284544403072108,0.23945082908242263,resnet32,0.3548,0.3598,2.565106075765057,2.337316644801335,0.22778943113305353,resnet32,0.3483,0.3476,2.519313158467412,2.286621797152541,0.23269136233085935,resnet32,0.3884,0.3876,2.4903320129960775,2.2575860539959236,0.23274596147662538,resnet32,0.3542,0.3456,2.579963721673597,2.3552801449867813,0.22468357893045654,13500000.0,0.0,54000000.0,486000000.0,5832000000.0
resnet32x12_cifar100_K12_topo-rregular3_seed0002_d011,d011,resnet32:12,cifar100,12,topology,topo-rregular3,peers,2,200,64,0.1,0.9,0.0005,True,2,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,rregular:3,0.0,0.0,42,0,45000,5000,10000,5640048,9,0.1,3,110.0,0.34336666666666665,0.014048329279866543,0.3219,0.3694,0.3934,0.050033333333333374,0.3369333333333333,0.3846,0.49239090909090905,0.5791534192980787,0.49378636363636386,0.5815615393039051,0.34336666666666665,resnet32,0.3416,0.3402,2.4062560026279907,2.1618144518949767,0.24444154925136405,resnet32,0.3607,0.3516,2.5733469130302016,2.32370655560358,0.24964035797694867,resnet32,0.3694,0.3584,2.424007196995345,2.1828029450367796,0.24120425219139593,resnet32,0.3406,0.3324,2.5838020882484587,2.3354177087206733,0.2483843798452819,resnet32,0.3559,0.3576,2.4146462545137513,2.1781321069733663,0.23651414538141002,resnet32,0.3219,0.3162,2.4780836659060284,2.2216185852885246,0.256465079580349,resnet32,0.3459,0.338,2.4023197643797505,2.1614710310982033,0.24084873182106425,resnet32,0.3265,0.3112,2.459261869334362,2.211525730450045,0.2477361380164935,resnet32,0.3313,0.3238,2.5094340237026866,2.270628350194205,0.2388056734661487,resnet32,0.3333,0.3322,2.458673370155421,2.217187748205933,0.24148562021384185,resnet32,0.3366,0.3354,2.429059860719876,2.1890133202753286,0.24004654218019408,resnet32,0.3567,0.3462,2.512219659645449,2.2736886494200337,0.23853101441636682,13500000.0,0.0,54000000.0,540000000.0,6480000000.0
