run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_lenet,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,model_04_arch,model_04_test_acc,model_04_val_acc,model_04_train_loss,model_04_ce_loss,model_04_kd_loss,model_05_arch,model_05_test_acc,model_05_val_acc,model_05_train_loss,model_05_ce_loss,model_05_kd_loss,model_06_arch,model_06_test_acc,model_06_val_acc,model_06_train_loss,model_06_ce_loss,model_06_kd_loss,model_07_arch,model_07_test_acc,model_07_val_acc,model_07_train_loss,model_07_ce_loss,model_07_kd_loss,model_08_arch,model_08_test_acc,model_08_val_acc,model_08_train_loss,model_08_ce_loss,model_08_kd_loss,model_09_arch,model_09_test_acc,model_09_val_acc,model_09_train_loss,model_09_ce_loss,model_09_kd_loss,model_10_arch,model_10_test_acc,model_10_val_acc,model_10_train_loss,model_10_ce_loss,model_10_kd_loss,model_11_arch,model_11_test_acc,model_11_val_acc,model_11_train_loss,model_11_ce_loss,model_11_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,0,0.1,11,41.87,0.04639166666666667,0.00941589598616203,0.0248,0.0594,0.0584,0.01200833333333333,0.047099999999999996,0.0626,0.8083272727272725,0.2865123329142951,0.8136303030303031,0.2809965299635624,0.04639166666666667,lenet,0.0481,0.0526,4.400785440748388,4.289879996668208,0.11090544379641704,lenet,0.0525,0.055,4.4221150340004405,4.318349743092602,0.10376529456268392,lenet,0.0459,0.0448,4.456188885325735,4.355902973562479,0.10028591198087353,lenet,0.0366,0.0334,4.542467270385135,4.4196902865713295,0.12277698167566665,lenet,0.0367,0.0378,4.457480576905337,4.34820024499839,0.10928034297136367,lenet,0.0472,0.0454,4.443959827450189,4.338066138665784,0.1058936861233881,lenet,0.0524,0.048,4.499774105846882,4.390840700404211,0.10893340729175675,lenet,0.0594,0.0608,4.401883762329817,4.287836893376979,0.11404687774814772,lenet,0.0248,0.0274,4.5343273844231256,4.415398913350972,0.1189284782432713,lenet,0.0539,0.0586,4.39521231434562,4.284515121105042,0.11069719381471672,lenet,0.0431,0.0456,4.412639424204826,4.308482041751796,0.10415738032150496,lenet,0.0561,0.0558,4.433440203016454,4.3273509781468995,0.10608921864464223,49500000.0,0.0,198000000.0,198000000.0,2376000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,1,0.1,11,41.08,0.07304166666666667,0.010209755003045969,0.0562,0.095,0.0962,0.023158333333333322,0.07356666666666667,0.0972,0.754090909090909,0.3693348420283172,0.7556848484848482,0.37674703874557003,0.07304166666666667,lenet,0.0721,0.0726,4.286646473814141,4.114646099169146,0.17200037182986058,lenet,0.0745,0.0766,4.235439078713005,4.086498651314866,0.14894042345060204,lenet,0.0815,0.0794,4.268562435087833,4.123400278389454,0.14516216270964255,lenet,0.0709,0.068,4.351978458464146,4.197569360448555,0.15440909695726904,lenet,0.0575,0.0612,4.336801664057103,4.15814701162956,0.17865465056489815,lenet,0.0781,0.0758,4.314638097516515,4.16061050885103,0.15402759863487023,lenet,0.0562,0.0606,4.246186949651349,4.098883664404804,0.14730329023123803,lenet,0.095,0.0942,4.197111356326125,4.02595764669505,0.17115370492154564,lenet,0.065,0.0656,4.310239830477671,4.163360198113051,0.1468796333594417,lenet,0.0707,0.0726,4.293648183345795,4.115240749987689,0.17840743415184657,lenet,0.0737,0.0786,4.375479809939861,4.194399704987353,0.18108010923870924,lenet,0.0813,0.0776,4.281929219649597,4.106359045613896,0.17557017341129144,49500000.0,0.0,198000000.0,396000000.0,4752000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,2,0.1,11,40.98,0.06921666666666666,0.02104846919743941,0.0103,0.0966,0.0879,0.018683333333333343,0.06823333333333333,0.0854,0.720978787878788,0.3853519441568798,0.7261545454545454,0.3921880287191984,0.06921666666666666,lenet,0.0103,0.0088,4.282423309981823,4.065316308967092,0.21710700264454566,lenet,0.0846,0.0772,4.173939774320885,3.9911944845860656,0.18274529042272744,lenet,0.071,0.0762,4.209224197336218,4.027224016799168,0.18200018188111822,lenet,0.0561,0.0562,4.244553541256622,4.065867098217661,0.17868643884801053,lenet,0.0627,0.0586,4.276136690242724,4.06584842774001,0.21028826119039545,lenet,0.0659,0.0656,4.230545737865296,4.053749870847572,0.1767958702773533,lenet,0.0903,0.0916,4.183615765111013,3.9992973794313995,0.18431838462129235,lenet,0.0966,0.0976,4.17012385380539,3.9607645957307382,0.20935926101678473,lenet,0.0805,0.0786,4.228914809836582,4.049928121946075,0.1789866860172796,lenet,0.0706,0.0726,4.267753586173058,4.06010867384347,0.20764492263763465,lenet,0.066,0.059,4.310532413084399,4.105292728340084,0.20523968717845326,lenet,0.076,0.0768,4.233494992960583,4.024705422872847,0.20878956742076712,49500000.0,0.0,198000000.0,594000000.0,7128000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,3,0.1,11,40.78,0.07960833333333334,0.009908620685488416,0.0628,0.103,0.105,0.02539166666666666,0.07625,0.1012,0.8063303030303031,0.3086185154218285,0.8072045454545455,0.3018029844460868,0.07960833333333334,lenet,0.0628,0.0558,4.607646357268095,4.304788366298784,0.3028579928742891,lenet,0.0821,0.0832,4.153611496090889,3.9426713413135572,0.21094015293585305,lenet,0.0859,0.0794,4.190133504230868,3.9863688945770264,0.20376460527239199,lenet,0.0789,0.0748,4.2226809527386315,4.021845055236057,0.20083590008487756,lenet,0.0812,0.0764,4.19911193204197,3.9695871614597062,0.22952477608553387,lenet,0.078,0.0762,4.222802522846243,4.01855890114199,0.2042436144653369,lenet,0.0809,0.0716,4.162762777033177,3.9542658941989597,0.20849688408303668,lenet,0.0866,0.0894,4.162611685693264,3.9297514642504128,0.23286021771756085,lenet,0.0765,0.0756,4.2317957559769805,4.0283589068461545,0.20343685133213346,lenet,0.103,0.1024,4.169740142470056,3.946183589371768,0.22355655661191454,lenet,0.0652,0.0624,4.260998808863488,4.040775447067889,0.2202233603351157,lenet,0.0742,0.0678,4.21341722221537,3.9848311228508297,0.22858610554513606,49500000.0,0.0,198000000.0,792000000.0,9504000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,4,0.1,11,40.65,0.07940833333333334,0.013828862229249214,0.0565,0.0976,0.1178,0.03839166666666666,0.07660000000000002,0.1102,0.8418212121212125,0.2666641752316628,0.8468318181818177,0.2660338630797985,0.07940833333333334,lenet,0.0721,0.0722,4.263963108035651,4.024897185916251,0.23906591805544766,lenet,0.0614,0.0686,4.137860351665453,3.9137171381576494,0.2241432141004638,lenet,0.0949,0.0892,4.155085325241089,3.936765523458069,0.21831979371861301,lenet,0.0911,0.083,4.2005789496681905,3.9840376234867354,0.21654133538884873,lenet,0.0826,0.0724,4.186468941244212,3.947179003872655,0.23928992719050834,lenet,0.0808,0.0814,4.230011805553328,4.012730707499114,0.2172810985622081,lenet,0.0932,0.093,4.159094905311411,3.935742887583646,0.22335202388719402,lenet,0.0889,0.0844,4.1382910473780194,3.897092354229905,0.2411986975718967,lenet,0.0565,0.058,4.2053266045722095,3.987789615311406,0.2175369899592955,lenet,0.0976,0.0928,4.15919182178649,3.9183377247642386,0.24085409380495548,lenet,0.0606,0.058,4.313613263720816,4.064570617608049,0.2490426514467055,lenet,0.0732,0.0662,4.241649495945736,3.9923454404554586,0.24930405635810035,49500000.0,0.0,198000000.0,990000000.0,11880000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,5,0.1,11,46.86,0.09455000000000001,0.01595047021250471,0.0573,0.1228,0.131,0.036449999999999996,0.09173333333333333,0.1284,0.782860606060606,0.3574782505811561,0.7835909090909091,0.3609619615659641,0.09455000000000001,lenet,0.0928,0.0896,4.2400103143670345,3.984711007638411,0.2552993073001165,lenet,0.0776,0.0826,4.125090373849327,3.8891915286129173,0.23589884654872798,lenet,0.087,0.0828,4.13793701373718,3.905373615297404,0.2325634052130309,lenet,0.1056,0.102,4.1713395037434315,3.940187945284627,0.2311515570406548,lenet,0.1049,0.0978,4.154564621773633,3.9044420824132184,0.25012254499068315,lenet,0.0872,0.0838,4.197902009568431,3.968565932051702,0.22933607444759796,lenet,0.0975,0.1026,4.13204447823492,3.8982891020449726,0.23375537993640386,lenet,0.1228,0.1166,4.1391812407157635,3.8848434192213146,0.25433781965297053,lenet,0.1051,0.0952,4.187160122800957,3.9582534967498346,0.2289066321682185,lenet,0.105,0.0996,4.156338074667887,3.9039777849208224,0.2523602924563668,lenet,0.0573,0.0542,4.256258041343906,4.005116886374625,0.25114115164615214,lenet,0.0918,0.094,4.186561267145655,3.931225376034325,0.2553358914288269,49500000.0,0.0,198000000.0,1188000000.0,14256000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,6,0.1,11,47.29,0.09779166666666668,0.007752898203611055,0.08,0.1075,0.1336,0.03580833333333332,0.09693333333333333,0.1248,0.7857484848484848,0.3688666142702818,0.7859393939393938,0.380840224405305,0.09779166666666668,lenet,0.0879,0.087,4.204352639615536,3.9459013149819593,0.25845133172432805,lenet,0.1071,0.113,4.111960116096518,3.867311220954765,0.24464889679273422,lenet,0.1075,0.0994,4.14193381504579,3.896832752295516,0.24510105555369097,lenet,0.1,0.091,4.152692951261997,3.910926940088922,0.24176601707850667,lenet,0.0963,0.0934,4.140295026654547,3.879801143976775,0.2604938878847117,lenet,0.08,0.0844,4.1826374520632355,3.945623770694841,0.23701368350620297,lenet,0.1045,0.1054,4.118295526301319,3.8724687597291036,0.2458267642227425,lenet,0.0983,0.0904,4.156713143329728,3.8945258134468035,0.26218732086602936,lenet,0.0945,0.096,4.165854482149536,3.9278563870625063,0.23799809570085595,lenet,0.0945,0.0978,4.122579462148926,3.8626465262337164,0.25993293786252086,lenet,0.0979,0.0942,4.276746833866293,4.00940704819831,0.2673397821331905,lenet,0.105,0.1112,4.18521232327277,3.9195393117314037,0.2656730085992339,49500000.0,0.0,198000000.0,1386000000.0,16632000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,7,0.1,11,47.18,0.09006666666666667,0.017486439190285585,0.0432,0.106,0.1241,0.03403333333333333,0.09233333333333334,0.134,0.7978757575757579,0.3056754245130351,0.8021196969696971,0.30008013098720127,0.09006666666666667,lenet,0.1034,0.1008,4.207038524137302,3.9416252628646116,0.26541325297545304,lenet,0.0835,0.0878,4.105767175893892,3.8537144427272407,0.25205273198133166,lenet,0.0996,0.0986,4.147185026922009,3.8940382813188164,0.2531467312100259,lenet,0.106,0.1012,4.149381108920682,3.899092647839676,0.2502884633669799,lenet,0.0991,0.0956,4.138845427469774,3.871828181499785,0.2670172385405749,lenet,0.0432,0.0498,4.188766001639041,3.941094433042136,0.24767156766558235,lenet,0.1028,0.1094,4.131316889416087,3.8763573958792468,0.25495950862849975,lenet,0.0875,0.093,4.142692498185418,3.8746261674572122,0.268066331490197,lenet,0.0768,0.082,4.155811967497522,3.907712600109252,0.24809937236237933,lenet,0.1049,0.1088,4.191220206631855,3.9106041863560677,0.28061602296392346,lenet,0.076,0.0772,4.302453474226323,4.013575709340247,0.28887777045284485,lenet,0.098,0.1038,4.143073715946891,3.8760220161215826,0.267051693179052,49500000.0,0.0,198000000.0,1584000000.0,19008000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,8,0.1,11,46.86,0.10656666666666664,0.013029219299541917,0.0837,0.1284,0.1493,0.042733333333333345,0.1038,0.1428,0.7666181818181814,0.3694913178003374,0.7668333333333334,0.3873981184015802,0.10656666666666664,lenet,0.1,0.097,4.275944301689213,3.986953116953373,0.28899118465117435,lenet,0.1192,0.1178,4.110735586759719,3.8499690243466334,0.2607665555974977,lenet,0.1167,0.1116,4.135033010420474,3.875154184685512,0.25987882833843207,lenet,0.1206,0.1148,4.142709821801294,3.885281790047884,0.25742802260951564,lenet,0.1125,0.1052,4.180260588499633,3.9015405167910187,0.2787200705021281,lenet,0.1084,0.1044,4.207327426495877,3.9481713446703823,0.25915607824836945,lenet,0.0957,0.103,4.126226971095258,3.865376804023981,0.2608501699922437,lenet,0.1284,0.1248,4.125696261159399,3.8521194505420597,0.2735767996319654,lenet,0.1067,0.1058,4.15127667683092,3.8943676471032878,0.25690903556956485,lenet,0.0837,0.0794,4.130775300277905,3.8571830195459453,0.27359228708188643,lenet,0.0893,0.0888,4.2956539697267795,4.00259690630165,0.2930570582181893,lenet,0.0976,0.093,4.1581392328847535,3.8803136626427825,0.2778255730571056,49500000.0,0.0,198000000.0,1782000000.0,21384000000.0
lenetx12_cifar100_K12_dml_seed0002_d013,d013,lenet:12,cifar100,12,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,1089312,9,0.1,11,49.82,0.10190833333333334,0.01890253326644048,0.0653,0.1269,0.1448,0.042891666666666675,0.09998333333333331,0.1444,0.8148606060606061,0.32305038056039326,0.8154681818181818,0.33187797664031154,0.10190833333333334,lenet,0.0716,0.0702,4.264327596873045,3.974605815993114,0.28972178255207837,lenet,0.1077,0.1114,4.092799723487008,3.826264400035143,0.26653532387519424,lenet,0.1269,0.1202,4.1131122853945605,3.8487662280147728,0.2643460579936139,lenet,0.0788,0.0734,4.132413912564516,3.8682003383609382,0.2642135717271065,lenet,0.1126,0.1104,4.146805000576106,3.8691311495547946,0.27767384810034523,lenet,0.1026,0.0978,4.174470043995163,3.9125486575067043,0.2619213840543208,lenet,0.1126,0.1152,4.120389070361853,3.850655799223618,0.2697332707995718,lenet,0.1111,0.1108,4.142399202693593,3.8588846437633038,0.28351456026377325,lenet,0.0992,0.1012,4.138605325059458,3.8756306171417236,0.2629747055047615,lenet,0.122,0.1192,4.129211514510891,3.8494923866607924,0.27971912473863497,lenet,0.1125,0.1086,4.1828858540816745,3.9086493822661312,0.2742364739745178,lenet,0.0653,0.0614,4.150975534184412,3.872903533279896,0.2780720083974302,49500000.0,0.0,198000000.0,1980000000.0,23760000000.0
