run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,zombie_slot,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,avg_test_acc_zombie,avg_test_acc_healthy,avg_val_acc_healthy,disagreement_test_healthy,rho_test_healthy,disagreement_val_healthy,rho_val_healthy,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,model_04_arch,model_04_test_acc,model_04_val_acc,model_04_train_loss,model_04_ce_loss,model_04_kd_loss,model_05_arch,model_05_test_acc,model_05_val_acc,model_05_train_loss,model_05_ce_loss,model_05_kd_loss,model_06_arch,model_06_test_acc,model_06_val_acc,model_06_train_loss,model_06_ce_loss,model_06_kd_loss,model_07_arch,model_07_test_acc,model_07_val_acc,model_07_train_loss,model_07_ce_loss,model_07_kd_loss,model_08_arch,model_08_test_acc,model_08_val_acc,model_08_train_loss,model_08_ce_loss,model_08_kd_loss,model_09_arch,model_09_test_acc,model_09_val_acc,model_09_train_loss,model_09_ce_loss,model_09_kd_loss,model_10_arch,model_10_test_acc,model_10_val_acc,model_10_train_loss,model_10_ce_loss,model_10_kd_loss,model_11_arch,model_11_test_acc,model_11_val_acc,model_11_train_loss,model_11_ce_loss,model_11_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,0,0.1,3,169.41,0.0604,0.03465655301190046,0.01,0.1306,0.1086,0.0482,0.05768333333333334,0.0974,0.7942393939393941,0.24013756233985994,0.793390909090909,0.2496920473963786,0.06498181818181818,0.01,0.06498181818181818,0.06187272727272728,0.7522509090909092,0.3031528019530849,0.7532909090909088,0.29252850170063616,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.0986,0.0922,4.389664222909645,4.242924360389059,0.14673986463193697,resnet32,0.1306,0.1258,4.27341575446454,4.097927366806702,0.17548838680324313,resnet32,0.1098,0.1038,4.419079090722582,4.2637706039981405,0.15530848110211082,resnet32,0.056,0.056,4.441810776225545,4.353244789622047,0.08856597598192324,resnet32,0.0587,0.0544,4.4795382957566865,4.373483139344237,0.1060551566532178,resnet32,0.0589,0.0502,4.4779327789490875,4.404547241601077,0.07338554236048367,resnet32,0.0602,0.0496,4.457406786693768,4.373214033178308,0.0841927568901817,resnet32,0.0244,0.0252,4.667724232782017,4.589265826750886,0.07845841095629359,resnet32,0.0243,0.026,4.700638018548489,4.581685914912007,0.11895210660374934,resnet32,0.0513,0.053,4.519617385484955,4.413051318715919,0.10656606951405675,resnet32,0.042,0.0444,4.611222579397938,4.506301880560138,0.10492069566548294,13500000.0,0.0,54000000.0,54000000.0,648000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,1,0.1,3,167.78,0.13345,0.0516702283718584,0.01,0.201,0.1728,0.039349999999999996,0.13346666666666665,0.1744,0.6639121212121211,0.469752359062088,0.6719030303030308,0.4685527260550471,0.14467272727272726,0.01,0.14467272727272726,0.14454545454545453,0.6149218181818182,0.5339753137646762,0.6055999999999999,0.5402770251310043,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.1801,0.1764,3.8820253553038295,3.651742010970007,0.23028334342366594,resnet32,0.201,0.1958,3.787740709090775,3.545115088535981,0.24262561803598973,resnet32,0.1825,0.1716,3.879778093235059,3.6490988927808674,0.23067920362915506,resnet32,0.1677,0.1674,3.777806105600162,3.6973542408509688,0.08045186139960689,resnet32,0.1507,0.151,3.8213243216953496,3.72868980162523,0.09263452101731673,resnet32,0.1453,0.1496,3.8252563158219512,3.744833942164074,0.08042237152535976,resnet32,0.161,0.162,3.7942553247240456,3.71178809824315,0.08246722654968669,resnet32,0.0798,0.0848,4.1941074959256435,4.113796233114871,0.0803112589796497,resnet32,0.0938,0.0954,4.212407011877406,4.132044655016878,0.08036234794946556,resnet32,0.1229,0.1258,3.9790852716700598,3.867280223152854,0.1118050554915416,resnet32,0.1066,0.1102,4.112976745109666,4.034860827367414,0.07811591426037591,13500000.0,0.0,54000000.0,108000000.0,1296000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,2,0.1,3,167.75,0.181325,0.05901598829978194,0.01,0.2432,0.2247,0.043375000000000025,0.18108333333333335,0.222,0.6355242424242422,0.4783267956096156,0.6409772727272728,0.46806154568891833,0.19690000000000002,0.01,0.19690000000000002,0.19649090909090908,0.5701636363636364,0.5568242109313337,0.5637090909090908,0.5704128920131897,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.242,0.2434,3.5665899379686876,3.2576836699789222,0.3089062666139481,resnet32,0.2432,0.2414,3.5001363916830583,3.183409135788679,0.31672725636004045,resnet32,0.2002,0.2042,3.5955981981347906,3.2881528061221945,0.30744539184326475,resnet32,0.2056,0.2066,3.3522095890207724,3.2366508445279165,0.11555874287362465,resnet32,0.2127,0.2118,3.4189520454542204,3.2951013943688436,0.12385064933914691,resnet32,0.1983,0.1918,3.425501300868663,3.3075842379846354,0.11791706331793896,resnet32,0.2062,0.2012,3.396744021976536,3.282157690687613,0.11458633362781256,resnet32,0.1556,0.1532,3.6382182474163445,3.5309243960814043,0.10729384978979149,resnet32,0.1513,0.1534,3.6932276016609236,3.580503724854101,0.11272388254292309,resnet32,0.1906,0.1888,3.5248971788043324,3.399061205034906,0.12583597375884314,resnet32,0.1602,0.1656,3.6591981398788365,3.551286122677001,0.10791201679967344,13500000.0,0.0,54000000.0,162000000.0,1944000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,3,0.1,3,167.87,0.22815,0.07163619313354574,0.01,0.3016,0.2908,0.06265000000000001,0.23058333333333336,0.295,0.6541545454545455,0.4752121254610887,0.6586545454545456,0.4661739063528571,0.24798181818181816,0.01,0.24798181818181816,0.2504909090909091,0.5936727272727271,0.5415636049663162,0.5886618181818183,0.5500630024577793,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.2782,0.2886,3.3378822359849107,2.970552212474021,0.36733002439987933,resnet32,0.3016,0.3098,3.2851070934398607,2.9127644124356182,0.3723426761571318,resnet32,0.2722,0.2782,3.3658790537579493,2.9994703256948427,0.36640872433781624,resnet32,0.2548,0.2454,3.0372470996596594,2.8877777335318653,0.14946936739777977,resnet32,0.2335,0.2482,3.0984202382916752,2.9379001876169983,0.16052004919302734,resnet32,0.2427,0.2332,3.1043453487482937,2.949618550864133,0.15472679629667915,resnet32,0.2635,0.2628,3.0796462653035466,2.9288033351979474,0.1508429241049188,resnet32,0.2363,0.2332,3.2222555371170696,3.080118577927351,0.14213695685082878,resnet32,0.2216,0.2286,3.2815035828812555,3.129092154855078,0.15241142981474035,resnet32,0.2372,0.2372,3.1511976911940356,2.9928396107120947,0.158358078322966,resnet32,0.1862,0.1902,3.2652271718464116,3.1201543110338124,0.14507286179683765,13500000.0,0.0,54000000.0,216000000.0,2592000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,4,0.1,3,168.09,0.25943333333333335,0.07841527628948046,0.01,0.3194,0.3186,0.059166666666666645,0.2567333333333333,0.3166,0.6136272727272727,0.48389023841966394,0.6119181818181818,0.4869903563120451,0.2821090909090909,0.01,0.2821090909090909,0.27901818181818183,0.5352381818181818,0.5810317895487392,0.5371527272727272,0.5810851981041077,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.3194,0.3184,3.1831608688966795,2.778934336521409,0.40422652814198623,resnet32,0.3186,0.3176,3.1370822492648256,2.7292215539650484,0.40786069265397434,resnet32,0.2989,0.298,3.2021717225963418,2.7985159155320036,0.40365580727600237,resnet32,0.2548,0.2494,2.821199801496484,2.649000221694058,0.17219958116766065,resnet32,0.2834,0.2866,2.875766560435295,2.691975783218037,0.18379077393646268,resnet32,0.2602,0.255,2.879071445627646,2.6995461329140444,0.1795253110943701,resnet32,0.2825,0.2822,2.8502533825283702,2.676370784978975,0.17388260066085917,resnet32,0.2649,0.2626,2.9467703849077225,2.778393418951468,0.1683769689830528,resnet32,0.2473,0.244,2.9817172796888785,2.8072173588655214,0.1744999177542261,resnet32,0.2948,0.2906,2.8863250098445197,2.7074059471488,0.1789190633942119,resnet32,0.2784,0.2648,2.967500114982778,2.799878478050232,0.16762163830836388,13500000.0,0.0,54000000.0,270000000.0,3240000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,5,0.1,3,167.7,0.27841666666666665,0.08287822224337478,0.01,0.3293,0.3368,0.05838333333333334,0.2753,0.333,0.5898454545454547,0.5132599690400043,0.5919348484848485,0.5106409521968339,0.3028181818181818,0.01,0.3028181818181818,0.2992727272727273,0.5122618181818184,0.599932720087036,0.5098436363636364,0.6038775987446995,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.3129,0.3074,3.0751566693864087,2.646548656577414,0.4286080087873746,resnet32,0.3285,0.3216,3.023991173641248,2.5922288169915024,0.43176236079836433,resnet32,0.3293,0.3338,3.0793535367331724,2.651329679922624,0.42802385422824457,resnet32,0.3193,0.3134,2.6734708181836386,2.4807451851665974,0.1927256311332299,resnet32,0.3033,0.3002,2.7209234315563333,2.5196924724362115,0.20123095861212772,resnet32,0.294,0.2938,2.7194474657828156,2.5203366074711084,0.1991108597086912,resnet32,0.3106,0.3066,2.6980708478526636,2.5037735773419794,0.19429727286015722,resnet32,0.2925,0.2858,2.773810015821999,2.585324838757515,0.18848517854613336,resnet32,0.2691,0.2634,2.7902663763273847,2.5983582829887215,0.19190808904187923,resnet32,0.2777,0.2772,2.7078700654885988,2.5110997301949696,0.19677033537829464,resnet32,0.2938,0.2888,2.7708526233380493,2.5849538403139873,0.18589878581802954,13500000.0,0.0,54000000.0,324000000.0,3888000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,6,0.1,3,167.82,0.29511666666666664,0.08817345437009687,0.01,0.357,0.355,0.059883333333333344,0.29375,0.3572,0.592190909090909,0.4927886755368029,0.5926954545454546,0.5050353008995098,0.3210363636363636,0.01,0.3210363636363636,0.31939999999999996,0.5131327272727272,0.5955364707622758,0.5128399999999997,0.5800139973709032,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.357,0.3542,2.9875436912883413,2.5372583229433405,0.4502853667786853,resnet32,0.3393,0.339,2.947123150256547,2.494708913801746,0.452414237301458,resnet32,0.3341,0.344,2.9949350499294023,2.5463404306633906,0.4485946196470071,resnet32,0.3188,0.3178,2.566828506914052,2.3581746562638064,0.20865384908393025,resnet32,0.3089,0.3028,2.601854731752114,2.3851712955669924,0.2166834375821054,resnet32,0.3215,0.318,2.6064787733961237,2.3892140798270702,0.21726469720967792,resnet32,0.3425,0.333,2.587862627242099,2.3758442059836606,0.2120184150355106,resnet32,0.279,0.2806,2.651368783786893,2.44354667565362,0.20782210648229177,resnet32,0.3124,0.3066,2.6573368444700134,2.448891266333786,0.2084455783902244,resnet32,0.3148,0.3162,2.585424014959823,2.3709265637126835,0.21449744889766656,resnet32,0.3031,0.3012,2.6410069946538317,2.4374978356063366,0.20350915693085303,13500000.0,0.0,54000000.0,378000000.0,4536000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,7,0.1,3,167.69,0.32600833333333334,0.09706359134036247,0.01,0.3821,0.3994,0.07339166666666663,0.32561666666666667,0.4064,0.5854363636363636,0.4929871086454431,0.5866151515151516,0.49626288145947833,0.3547363636363636,0.01,0.3547363636363636,0.35416363636363635,0.507329090909091,0.5783432533952754,0.5063963636363636,0.5741001757080896,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.3692,0.3668,2.9157013314014133,2.452633122151548,0.46306820874187077,resnet32,0.3735,0.3704,2.8902412300760094,2.426515518264337,0.4637257103723558,resnet32,0.3657,0.3712,2.9261152202432807,2.4644065226682206,0.46170869694006716,resnet32,0.3314,0.3314,2.483038304034959,2.260905930433761,0.22213237612000244,resnet32,0.3567,0.3578,2.5214067904109303,2.292337439107624,0.22906935515559532,resnet32,0.3821,0.373,2.508754864843054,2.279982220212167,0.22877264361489902,resnet32,0.3628,0.3616,2.4994750126180323,2.275974654169245,0.2235003530090167,resnet32,0.3238,0.319,2.5513135740025477,2.332482512362979,0.21883106280372225,resnet32,0.3218,0.3296,2.5594317533753137,2.336969370361079,0.22246238278140398,resnet32,0.3603,0.3674,2.4892097376286983,2.263051091100682,0.22615864182907072,resnet32,0.3548,0.3476,2.5464232758703558,2.330038741400296,0.21638453510505232,13500000.0,0.0,54000000.0,432000000.0,5184000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,8,0.1,3,167.77,0.3023,0.09370554056902577,0.01,0.3811,0.373,0.07069999999999999,0.30230000000000007,0.3754,0.5749666666666668,0.5262770964512017,0.5780530303030302,0.520721109974155,0.32887272727272726,0.01,0.32887272727272726,0.32872727272727276,0.49953818181818177,0.6011912753229695,0.49653454545454556,0.6052107005208501,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.3312,0.3274,2.867399650879882,2.3944763998416336,0.47292325455187395,resnet32,0.3151,0.3074,2.8480747392909094,2.3757460945370523,0.4723286451348527,resnet32,0.2922,0.2946,2.8775531253354116,2.4074071171608837,0.470146007581868,resnet32,0.3227,0.32,2.422820145772262,2.1911726863208143,0.2316474563611502,resnet32,0.2725,0.281,2.460779892788692,2.2211579834534363,0.23962191075340591,resnet32,0.3602,0.3548,2.4471723557534544,2.2090313202616843,0.2381410309409892,resnet32,0.3811,0.3804,2.4343184791505337,2.200550166043368,0.23376831247217275,resnet32,0.3673,0.3738,2.4768427353013647,2.2479851631955667,0.22885756641203028,resnet32,0.2876,0.2924,2.491731995716691,2.260040641000325,0.23169135581701994,resnet32,0.3497,0.3528,2.4198267832398415,2.1839640899138018,0.235862690680237,resnet32,0.338,0.3314,2.479041413996707,2.2525567288764496,0.2264846826861189,13500000.0,0.0,54000000.0,486000000.0,5832000000.0
resnet32x12_cifar100_K12_topo-clusters4-zomb0_seed0004_d015,d015,resnet32:12,cifar100,12,topology,topo-clusters4-zomb0,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,clusters:4,0.0,0.0,42,0,45000,5000,10000,5170044,0,9,0.1,3,167.92,0.34837499999999993,0.10400147535011221,0.01,0.4104,0.4396,0.09122500000000006,0.34355,0.427,0.5742606060606058,0.48510749076578175,0.576889393939394,0.4841224901679056,0.37913636363636366,0.01,0.37913636363636366,0.3737272727272728,0.49359454545454534,0.5780719931791523,0.4905490909090907,0.5792243690527111,zombie,0.01,0.0116,0.0,0.0,0.0,resnet32,0.3664,0.362,2.829503136602315,2.348520265892148,0.48098287380046467,resnet32,0.3772,0.3848,2.8143334063616665,2.3342445497824387,0.4800888581032103,resnet32,0.3911,0.3856,2.8370665034109894,2.3580635891041974,0.47900290901518683,resnet32,0.4104,0.3964,2.3657150238075038,2.123650209131566,0.2420648109506477,resnet32,0.3741,0.3668,2.408518724651499,2.15748602185737,0.2510327003176578,resnet32,0.3941,0.3964,2.386086940765381,2.1406700748272915,0.2454168594399975,resnet32,0.3704,0.3708,2.3737062090499834,2.1311344958164473,0.24257171027023683,resnet32,0.3318,0.3334,2.417324347590858,2.1783405801450666,0.23898377064192158,resnet32,0.3687,0.3612,2.4292248541658576,2.1872798580337656,0.24194499515843662,resnet32,0.4095,0.397,2.350977447053248,2.1087668057192457,0.24221064715476875,resnet32,0.3768,0.3566,2.407850096510215,2.171532331373204,0.23631776475601576,13500000.0,0.0,54000000.0,540000000.0,6480000000.0
