run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,model_02_arch,model_02_test_acc,model_02_val_acc,model_02_train_loss,model_02_ce_loss,model_02_kd_loss,model_03_arch,model_03_test_acc,model_03_val_acc,model_03_train_loss,model_03_ce_loss,model_03_kd_loss,model_04_arch,model_04_test_acc,model_04_val_acc,model_04_train_loss,model_04_ce_loss,model_04_kd_loss,model_05_arch,model_05_test_acc,model_05_val_acc,model_05_train_loss,model_05_ce_loss,model_05_kd_loss,model_06_arch,model_06_test_acc,model_06_val_acc,model_06_train_loss,model_06_ce_loss,model_06_kd_loss,model_07_arch,model_07_test_acc,model_07_val_acc,model_07_train_loss,model_07_ce_loss,model_07_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,0,0.1,1,143.83,0.092825,0.06340977349746646,0.0196,0.1691,0.1662,0.07337499999999998,0.09244999999999999,0.1604,0.8277214285714287,0.2187764264295066,0.8273607142857143,0.22117991089474345,0.030600000000000002,0.15505000000000002,wrn28x10,0.1691,0.1678,3.7421014234423637,3.6855422129685227,0.05655921080192043,wrn28x10,0.151,0.15,3.697873652658679,3.6417054537345064,0.05616819868075915,wrn28x10,0.1675,0.1632,3.660741973668337,3.6164381991733205,0.0443037773233796,wrn28x10,0.1326,0.1352,3.6949789808555082,3.6499716978181493,0.045007287413516846,resnet32,0.0343,0.0338,4.702724603089419,4.579582157460126,0.12314244707390158,resnet32,0.0431,0.046,4.660031202164563,4.543070167980411,0.11696103470735993,resnet32,0.0254,0.0248,4.690985707396811,4.592494054274126,0.09849166565717579,resnet32,0.0196,0.0188,4.7144520208239555,4.595955633304336,0.11849638340010477,4500000.0,5000.0,18010000.0,18010000.0,144080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,1,0.1,1,136.87,0.1317375,0.07354942109731388,0.049,0.2407,0.2351,0.1033625,0.13345,0.2336,0.8332285714285713,0.2633443399056582,0.8333071428571431,0.2736818666395781,0.061450000000000005,0.202025,wrn28x10,0.1591,0.1618,2.9431873353367504,2.8805344023487787,0.06265293148515577,wrn28x10,0.214,0.2238,2.9345639784905044,2.871856279671192,0.06270769927439025,wrn28x10,0.2407,0.2324,2.9038720818405803,2.8445145867087622,0.059357497322542425,wrn28x10,0.1943,0.1998,2.9146549488333138,2.8554025041786106,0.05925244684542783,resnet32,0.0665,0.0684,4.219642813910138,4.17593240974979,0.043710406967544586,resnet32,0.0666,0.0692,4.22586420618675,4.181702463802966,0.04416174577041106,resnet32,0.0637,0.0636,4.319285429336808,4.258212441747839,0.06107298720532774,resnet32,0.049,0.0486,4.345944078131155,4.28374354575168,0.06220053784834983,4500000.0,0.0,18000000.0,36010000.0,288080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,2,0.1,1,137.25,0.15460000000000002,0.056005892547124,0.0782,0.2153,0.2282,0.07359999999999997,0.156325,0.2306,0.7546,0.3885453130601083,0.7614357142857143,0.37585941194805716,0.099675,0.20952500000000002,wrn28x10,0.2153,0.2128,2.6075264378027483,2.516213747249408,0.09131269044750794,wrn28x10,0.2104,0.2152,2.5980857686901633,2.506664319302548,0.09142145118676126,wrn28x10,0.2092,0.208,2.5775814662602814,2.48195774175904,0.09562372563893652,wrn28x10,0.2032,0.2134,2.587759469889782,2.49231457574801,0.09544489083980973,resnet32,0.1037,0.1022,3.8473449718545782,3.7885092696682974,0.058835710271854295,resnet32,0.0971,0.098,3.835235170681368,3.77640186148611,0.058833316460632806,resnet32,0.1197,0.1198,3.8473972478373484,3.7768076157028023,0.07058963799235327,resnet32,0.0782,0.0812,3.863532344387336,3.7933233214372937,0.07020902463277294,4500000.0,0.0,18000000.0,54010000.0,432080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,3,0.1,1,135.1,0.21947499999999998,0.044705249971340046,0.1623,0.2763,0.3018,0.08232500000000004,0.213425,0.2966,0.6972071428571428,0.41412645150059685,0.702017857142857,0.414192754552244,0.17855000000000001,0.2604,wrn28x10,0.2763,0.2704,2.4185093585401773,2.2913643213158306,0.12714503722434695,wrn28x10,0.2236,0.2212,2.413120998069644,2.2857852513817223,0.12733574762982738,wrn28x10,0.2658,0.2622,2.3919770803979854,2.25863557275046,0.1333415085365149,wrn28x10,0.2759,0.2722,2.4005596908656033,2.2677659756419333,0.13279371843038296,resnet32,0.1789,0.1738,3.529347735033794,3.442559904672883,0.086787829879375,resnet32,0.1738,0.1616,3.5302776345475153,3.443365377797322,0.08691226122689179,resnet32,0.1992,0.1932,3.4659044942395254,3.368643059310588,0.0972614381885664,resnet32,0.1623,0.1528,3.4976420473646033,3.400844903832132,0.09679713935210285,4500000.0,0.0,18000000.0,72010000.0,576080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,4,0.1,1,134.55,0.24533750000000001,0.07390424442310468,0.1134,0.3377,0.3304,0.08506250000000001,0.24162499999999998,0.3264,0.66995,0.425839677279049,0.6727392857142859,0.4395462492719889,0.17995,0.31072500000000003,wrn28x10,0.3001,0.2922,2.2911558859050274,2.1326762326061726,0.15847965015564114,wrn28x10,0.332,0.3292,2.2850996144115925,2.126295241950588,0.15880437545605341,wrn28x10,0.2731,0.277,2.2697648356922646,2.1066522882743315,0.16311254650777715,wrn28x10,0.3377,0.3396,2.2710439706729217,2.107529591599649,0.16351437485057183,resnet32,0.2043,0.1974,3.2559683129868726,3.1344705037772655,0.12149780491282317,resnet32,0.1134,0.1052,3.2499437227167864,3.128021790222688,0.12192193086428399,resnet32,0.2219,0.2196,3.1402427083389326,3.0115892365574837,0.12865346770691263,resnet32,0.1802,0.1728,3.165987091646953,3.0374753194099124,0.12851176943248985,4500000.0,0.0,18000000.0,90010000.0,720080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,5,0.1,1,136.98,0.3116625,0.03586819404082118,0.2503,0.3581,0.3906,0.0789375,0.311125,0.3882,0.5966571428571428,0.5083849187572561,0.602432142857143,0.507108910320451,0.28595,0.337375,wrn28x10,0.3581,0.363,2.1978909847411243,2.013694256882776,0.1841967327795415,wrn28x10,0.337,0.342,2.185628926889463,2.0010564796287906,0.18457244403279302,wrn28x10,0.3391,0.3454,2.172920676794919,1.9872840246693655,0.1856366473842751,wrn28x10,0.3153,0.3184,2.1810773445123974,1.9960502961819822,0.18502704828808253,resnet32,0.2618,0.2606,3.0340264798565344,2.8809200938452375,0.15310638573613355,resnet32,0.2503,0.2434,2.9989989782598885,2.844478514722802,0.15452046008695933,resnet32,0.3307,0.3172,2.89754070578651,2.735467259179462,0.1620734455169771,resnet32,0.301,0.299,2.931629208678549,2.770323071290146,0.16130613738840277,4500000.0,0.0,18000000.0,108010000.0,864080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,6,0.1,1,135.17,0.3388,0.043394872969050154,0.2808,0.3962,0.4334,0.09460000000000002,0.33865,0.4332,0.6053499999999999,0.4799958861899912,0.607375,0.4860705622162277,0.298825,0.378775,wrn28x10,0.3877,0.3938,2.124264482578093,1.922168547626246,0.20209593639116397,wrn28x10,0.3817,0.3766,2.1178361629559235,1.9151019848544488,0.20273417740298266,wrn28x10,0.3962,0.4098,2.1106269442561,1.906059605154124,0.20456733867864718,wrn28x10,0.3495,0.3492,2.109154720028693,1.9045883605087346,0.20456635937179354,resnet32,0.299,0.3012,2.8838306932964106,2.7098765380003234,0.17395415679890325,resnet32,0.2912,0.286,2.834261256524108,2.6583869054236193,0.17587435423311862,resnet32,0.2808,0.2718,2.7396398146044123,2.562190633605827,0.17744918263898316,resnet32,0.3243,0.3208,2.752519502897154,2.575457225469026,0.1770622763592242,4500000.0,0.0,18000000.0,126010000.0,1008080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,7,0.1,1,135.12,0.3476125,0.05908149958955003,0.2653,0.431,0.446,0.09838750000000002,0.34092500000000003,0.438,0.5958785714285714,0.5003798145478116,0.6000214285714286,0.49421373607018326,0.29775,0.39747499999999997,wrn28x10,0.3294,0.3306,2.0631189832294528,1.8468459602445364,0.21627302491106093,wrn28x10,0.431,0.4214,2.052083294330673,1.8354391609741882,0.21664413403381,wrn28x10,0.4057,0.4036,2.058703504333442,1.8378492326221683,0.22085427130911162,wrn28x10,0.4238,0.4162,2.0521736554801464,1.8310047501528806,0.22116890697824684,resnet32,0.3007,0.295,2.7612725716422903,2.5710762041536244,0.190196369393644,resnet32,0.2653,0.2538,2.7146377682008525,2.522703158076514,0.19193460906601764,resnet32,0.3156,0.3048,2.609927796843377,2.411022436381741,0.19890535938214848,resnet32,0.3094,0.302,2.61235043711283,2.413393897089091,0.19895654192871667,4500000.0,0.0,18000000.0,144010000.0,1152080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,8,0.1,1,134.42,0.3751125,0.04891468178113805,0.3194,0.4468,0.4612,0.08608749999999998,0.3747,0.4626,0.5650428571428571,0.5108396556215073,0.5626821428571429,0.5220109085686858,0.331125,0.4191,wrn28x10,0.4057,0.4104,2.021118238906969,1.7881892047483812,0.23292903157628395,wrn28x10,0.3857,0.3888,2.018165309490128,1.7847781216895038,0.23338718835095112,wrn28x10,0.4468,0.4488,2.0062765406275336,1.7726680985228582,0.2336084405383603,wrn28x10,0.4382,0.443,2.011555342511697,1.7775429731065577,0.23401237173344602,resnet32,0.3194,0.316,2.660903049124913,2.4568443438884886,0.20405870669690723,resnet32,0.3224,0.3214,2.61296466907317,2.4069472969594328,0.20601737048392268,resnet32,0.3615,0.3544,2.5123883077705447,2.298448646779765,0.21393966450440613,resnet32,0.3212,0.3148,2.5150960636409847,2.301413873041218,0.21368219265290958,4500000.0,0.0,18000000.0,162010000.0,1296080000.0
wrn28x10x4-resnet32x4_cifar100_K8_mwmd1-static_seed0002_d001,d001,"wrn28x10:4,resnet32:4",cifar100,8,matched,mwmd1-static,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,0,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,148027552,9,0.1,1,134.29,0.33775,0.04688115292950889,0.233,0.3826,0.4254,0.08765,0.3372,0.4294,0.6089214285714285,0.4740362421236722,0.6105035714285715,0.4783380792290175,0.31345,0.36205000000000004,wrn28x10,0.3826,0.3844,1.9867561303756454,1.7440066381611607,0.24274949642660265,wrn28x10,0.3673,0.3804,1.9833638488569043,1.7405515253882518,0.2428123242941431,wrn28x10,0.3701,0.3698,1.9763105721636252,1.7335017006844282,0.24280887033621018,wrn28x10,0.3282,0.3316,1.9772592241113836,1.7344440319998697,0.24281518984670666,resnet32,0.233,0.235,2.5936196368526327,2.3756304017522116,0.2179892363069071,resnet32,0.3445,0.3344,2.543623637746681,2.3235426687381486,0.22008097008801997,resnet32,0.3025,0.2994,2.443799487907778,2.220307509668849,0.22349198008040813,resnet32,0.3738,0.3626,2.4408909932456235,2.2175704234025697,0.2233205666680905,4500000.0,0.0,18000000.0,180010000.0,1440080000.0
