run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,0,0.1,0,36.92,0.11545,0.03135000000000001,0.0841,0.1468,0.1456,0.03015000000000001,0.1171,0.1448,0.8156,0.3501550775492319,0.8201,0.31208893744773797,0.0841,0.1468,wrn28x10,0.1468,0.147,3.6810319762338293,3.6810319762338293,0.0,resnet32,0.0841,0.0872,4.221277282657948,4.221277282657948,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,1,0.1,0,35.29,0.20725,0.028749999999999998,0.1785,0.236,0.2525,0.04525000000000001,0.2097,0.2584,0.7926,0.3452518529235874,0.7987,0.3577695310391171,0.1785,0.236,wrn28x10,0.236,0.2502,2.8969391428611497,2.8969391428611497,0.0,resnet32,0.1785,0.1692,3.550298573957248,3.550298573957248,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,2,0.1,0,35.31,0.21205000000000002,0.004350000000000007,0.2077,0.2164,0.2419,0.029849999999999988,0.2119,0.2444,0.752,0.3755085303614429,0.7572,0.37746074762435144,0.2164,0.2077,wrn28x10,0.2077,0.2144,2.507077128711072,2.507077128711072,0.0,resnet32,0.2164,0.2094,3.134612037715587,3.134612037715587,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,3,0.1,0,35.24,0.2269,0.008199999999999999,0.2187,0.2351,0.2698,0.042899999999999994,0.2275,0.2666,0.7528,0.38101543622105494,0.7526,0.39353566290771813,0.2187,0.2351,wrn28x10,0.2351,0.2358,2.287826503711668,2.287826503711668,0.0,resnet32,0.2187,0.2192,2.8392395729368385,2.8392395729368385,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,4,0.1,0,35.25,0.2904,0.019600000000000006,0.2708,0.31,0.3365,0.04610000000000003,0.29259999999999997,0.3364,0.7232,0.38126967049084537,0.7114,0.3904836122483082,0.2708,0.31,wrn28x10,0.31,0.3144,2.146190095862204,2.146190095862204,0.0,resnet32,0.2708,0.2708,2.62347973883152,2.62347973883152,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,5,0.1,0,35.31,0.35235,0.006149999999999989,0.3462,0.3585,0.3905,0.03815000000000002,0.3436,0.3742,0.6214,0.47867344529326156,0.6234,0.4733079316777253,0.3462,0.3585,wrn28x10,0.3585,0.3472,2.035866725343195,2.035866725343195,0.0,resnet32,0.3462,0.34,2.44683020257137,2.44683020257137,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,6,0.1,0,35.28,0.33614999999999995,0.009349999999999997,0.3268,0.3455,0.3767,0.04055000000000003,0.3355,0.369,0.6516,0.418434715517663,0.6449,0.44740177729233993,0.3268,0.3455,wrn28x10,0.3455,0.341,1.9500010337003253,1.9500010337003253,0.0,resnet32,0.3268,0.33,2.3283753210509364,2.3283753210509364,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,7,0.1,0,35.4,0.33630000000000004,0.012899999999999995,0.3234,0.3492,0.3953,0.05899999999999994,0.3335,0.3966,0.7044,0.3797910663813517,0.6979,0.3819295191873662,0.3234,0.3492,wrn28x10,0.3492,0.3508,1.8810937531631102,1.8810937531631102,0.0,resnet32,0.3234,0.3162,2.2438722657547756,2.2438722657547756,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,8,0.1,0,35.48,0.3573,0.032399999999999984,0.3249,0.3897,0.4074,0.05009999999999998,0.3473,0.3988,0.6946,0.4034545464887949,0.6871,0.40887274494794196,0.3249,0.3897,wrn28x10,0.3897,0.3864,1.814296271990646,1.814296271990646,0.0,resnet32,0.3249,0.3082,2.1776092526587574,2.1776092526587574,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0003_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,9,0.1,0,35.3,0.32799999999999996,0.023400000000000004,0.3046,0.3514,0.3706,0.04260000000000003,0.3264,0.3716,0.7002,0.3655966239232356,0.6951,0.4058034702872039,0.3514,0.3046,wrn28x10,0.3046,0.3076,1.7692315531047909,1.7692315531047909,0.0,resnet32,0.3514,0.3452,2.124399733983658,2.124399733983658,0.0,0.0,0.0,0.0,0.0,0.0
