run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,0,0.1,1,21.51,0.02985,0.00045000000000000075,0.0294,0.0303,0.0298,-5.000000000000143e-05,0.0285,0.0306,0.2366,0.7870396363733949,0.242,0.8015414317333855,0.02985,resnet32,0.0303,0.028,4.641041643240235,4.545598165555433,0.09544347963856126,resnet32,0.0294,0.029,4.63975670256398,4.5328560268337075,0.10690068072389378,4500000.0,0.0,18000000.0,18000000.0,36000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,1,0.1,1,19.41,0.06355,0.0005500000000000019,0.063,0.0641,0.0663,0.0027500000000000024,0.0656,0.0674,0.553,0.5861099423683981,0.5692,0.6143877844250952,0.06355,resnet32,0.0641,0.068,4.196673492477699,4.168302126228809,0.028371368754464624,resnet32,0.063,0.0632,4.210742682895877,4.1824583600867875,0.028284317173529416,4500000.0,0.0,18000000.0,36000000.0,72000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,2,0.1,1,19.33,0.12825,0.007850000000000003,0.1204,0.1361,0.1349,0.006649999999999989,0.12940000000000002,0.1306,0.4946,0.6161909921806006,0.5126,0.60054566503432,0.12825,resnet32,0.1361,0.1366,3.7885526760735293,3.7229368466545236,0.06561582962008701,resnet32,0.1204,0.1222,3.8068950989029626,3.7415414090183647,0.06535369377921928,4500000.0,0.0,18000000.0,54000000.0,108000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,3,0.1,1,18.83,0.1797,0.003500000000000003,0.1762,0.1832,0.189,0.009300000000000003,0.1824,0.1882,0.5414,0.6004949512603897,0.5583,0.5924887080521708,0.1797,resnet32,0.1832,0.1854,3.3904756480319933,3.296996303580024,0.09347934321902523,resnet32,0.1762,0.1794,3.4156086749651213,3.322546112943779,0.09306256200017576,4500000.0,0.0,18000000.0,72000000.0,144000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,4,0.1,1,19.72,0.22105,4.999999999999449e-05,0.221,0.2211,0.2297,0.008649999999999991,0.2167,0.2276,0.4588,0.6648821307780233,0.4518,0.6843546458418621,0.22105,resnet32,0.221,0.214,3.1294812692159955,3.0152415226806295,0.1142397458368743,resnet32,0.2211,0.2194,3.138232684609565,3.024047199298035,0.11418548680376261,4500000.0,0.0,18000000.0,90000000.0,180000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,5,0.1,1,19.83,0.23885,0.011450000000000016,0.2274,0.2503,0.2521,0.013249999999999984,0.23220000000000002,0.2426,0.4768,0.6338955303002118,0.4826,0.6294050654985215,0.23885,resnet32,0.2274,0.2198,2.9295558082786473,2.7885100841522217,0.14104572187220168,resnet32,0.2503,0.2446,2.9429006772962483,2.8019873804666777,0.1409132951891727,4500000.0,0.0,18000000.0,108000000.0,216000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,6,0.1,1,18.97,0.26825,0.0038499999999999923,0.2644,0.2721,0.2795,0.011250000000000038,0.2649,0.2794,0.4588,0.6410501952510128,0.4644,0.6341131718457184,0.26825,resnet32,0.2721,0.266,2.783150627193126,2.620940853756937,0.16220977559516375,resnet32,0.2644,0.2638,2.8012761206112127,2.6397727236829023,0.16150339574299075,4500000.0,0.0,18000000.0,126000000.0,252000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,7,0.1,1,18.47,0.27295,0.02335000000000001,0.2496,0.2963,0.2861,0.013149999999999995,0.2626,0.2792,0.5098,0.6280914624752123,0.5081,0.6089679072801943,0.27295,resnet32,0.2496,0.2404,2.6713656793263825,2.4902379025112498,0.181127779037607,resnet32,0.2963,0.2848,2.693986055864529,2.5136208320883187,0.18036522225222804,4500000.0,0.0,18000000.0,144000000.0,288000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,8,0.1,1,20.86,0.3261,0.0020000000000000018,0.3241,0.3281,0.342,0.015900000000000025,0.3264,0.3416,0.4342,0.6543516107763857,0.4477,0.6455536222739721,0.3261,resnet32,0.3241,0.3248,2.5849656215445562,2.388141640207984,0.19682398163290185,resnet32,0.3281,0.328,2.602842480452223,2.406785636124286,0.19605684437027032,4500000.0,0.0,18000000.0,162000000.0,324000000.0
resnet32x2_cifar100_K2_dml_seed0001_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,9,0.1,1,20.3,0.27805,0.010949999999999988,0.2671,0.289,0.2917,0.013649999999999995,0.2743,0.29,0.4592,0.6099158856804052,0.4291,0.6482274006296385,0.27805,resnet32,0.289,0.2896,2.5135631991380993,2.3043825587427076,0.20918063484978947,resnet32,0.2671,0.259,2.5340242074294523,2.325552192770622,0.20847201150503347,4500000.0,0.0,18000000.0,180000000.0,360000000.0
