run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,0,0.1,0,37.39,0.1142,0.0174,0.0968,0.1316,0.142,0.02779999999999999,0.1109,0.1326,0.8694,0.2551163244041858,0.8656,0.2637220013953723,0.0968,0.1316,wrn28x10,0.1316,0.1258,3.702514336529103,3.702514336529103,0.0,resnet32,0.0968,0.096,4.211205054751852,4.211205054751852,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,1,0.1,0,34.5,0.15955,0.005049999999999999,0.1545,0.1646,0.1777,0.01815,0.15789999999999998,0.1792,0.816,0.3151813319574241,0.8169,0.3131471957944144,0.1646,0.1545,wrn28x10,0.1545,0.1626,2.8912207172675566,2.8912207172675566,0.0,resnet32,0.1646,0.1532,3.536760228601369,3.536760228601369,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,2,0.1,0,34.37,0.2167,0.0102,0.2065,0.2269,0.2538,0.03710000000000002,0.2175,0.2522,0.7564,0.35058118344142647,0.7622,0.3577070473417708,0.2065,0.2269,wrn28x10,0.2269,0.2324,2.5052546195008536,2.5052546195008536,0.0,resnet32,0.2065,0.2026,3.1295070214705034,3.1295070214705034,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,3,0.1,0,34.46,0.21710000000000002,0.02389999999999999,0.1932,0.241,0.25,0.032899999999999985,0.22089999999999999,0.2568,0.8126,0.30409288215467073,0.8061,0.33305819975226303,0.241,0.1932,wrn28x10,0.1932,0.2064,2.275874112648043,2.275874112648043,0.0,resnet32,0.241,0.2354,2.814525417644869,2.814525417644869,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,4,0.1,0,34.48,0.26145,0.009050000000000002,0.2524,0.2705,0.2994,0.037949999999999984,0.2617,0.3034,0.6922,0.423148957647645,0.6931,0.40124542804589075,0.2524,0.2705,wrn28x10,0.2705,0.2738,2.123319271951914,2.123319271951914,0.0,resnet32,0.2524,0.2496,2.6185797727243467,2.6185797727243467,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,5,0.1,0,34.52,0.28965,0.06495000000000001,0.2247,0.3546,0.3439,0.054249999999999965,0.2887,0.3412,0.6778,0.3724022507709827,0.6792,0.3672064964787759,0.2247,0.3546,wrn28x10,0.3546,0.3572,2.017897293818268,2.017897293818268,0.0,resnet32,0.2247,0.2202,2.4916186017746274,2.4916186017746274,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,6,0.1,0,34.25,0.3095,0.009599999999999997,0.2999,0.3191,0.3517,0.042200000000000015,0.3091,0.3486,0.6874,0.4140563387712703,0.6857,0.4199797489151567,0.2999,0.3191,wrn28x10,0.3191,0.3282,1.9371455518359488,1.9371455518359488,0.0,resnet32,0.2999,0.29,2.3742367279800503,2.3742367279800503,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,7,0.1,0,34.11,0.3311,0.019699999999999995,0.3114,0.3508,0.3707,0.03959999999999997,0.32830000000000004,0.3742,0.6266,0.46861586918190146,0.6133,0.49488026476447955,0.3114,0.3508,wrn28x10,0.3508,0.3548,1.8592462532899596,1.8592462532899596,0.0,resnet32,0.3114,0.3018,2.2856678273528814,2.2856678273528814,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,8,0.1,0,34.21,0.2794,0.007300000000000001,0.2721,0.2867,0.3066,0.027200000000000002,0.2752,0.3024,0.7108,0.4491757253720547,0.7197,0.4053975768931217,0.2867,0.2721,wrn28x10,0.2721,0.2664,1.8223259174688295,1.8223259174688295,0.0,resnet32,0.2867,0.284,2.2288993087343196,2.2288993087343196,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,9,0.1,0,34.51,0.35685,0.028349999999999986,0.3285,0.3852,0.3808,0.023950000000000027,0.3497,0.3696,0.655,0.4184017047093263,0.6462,0.4377917235752056,0.3852,0.3285,wrn28x10,0.3285,0.3234,1.7727059586481615,1.7727059586481615,0.0,resnet32,0.3852,0.376,2.176754358478568,2.176754358478568,0.0,0.0,0.0,0.0,0.0,0.0
