run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,0,0.1,0,58.8,0.1446,0.015799999999999995,0.1288,0.1604,0.1513,0.006699999999999984,0.1426,0.1534,0.5638,0.6397282431692283,0.5652,0.6096228102731407,0.1446,wrn28x10,0.1604,0.1562,3.68682769110257,3.68682769110257,0.0,wrn28x10,0.1288,0.129,3.672752809118141,3.672752809118141,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,1,0.1,0,55.15,0.20029999999999998,0.011700000000000002,0.1886,0.212,0.2157,0.015400000000000025,0.2022,0.2232,0.655,0.5226121436315764,0.6468,0.5323483381946422,0.20029999999999998,wrn28x10,0.212,0.2216,2.9099887562069027,2.9099887562069027,0.0,wrn28x10,0.1886,0.1828,2.917089020325379,2.917089020325379,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,2,0.1,0,55.18,0.1772,0.013300000000000006,0.1639,0.1905,0.1892,0.01200000000000001,0.17809999999999998,0.1924,0.5674,0.5312244702496494,0.587,0.5219584498915998,0.1772,wrn28x10,0.1905,0.1926,2.5198404639959335,2.5198404639959335,0.0,wrn28x10,0.1639,0.1636,2.5414986559613184,2.5414986559613184,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,3,0.1,0,54.99,0.23365,0.029049999999999992,0.2046,0.2627,0.2512,0.017549999999999982,0.225,0.243,0.5462,0.6440750314046146,0.5688,0.6198670062338488,0.23365,wrn28x10,0.2627,0.2456,2.293945158916441,2.293945158916441,0.0,wrn28x10,0.2046,0.2044,2.322022309526801,2.322022309526801,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,4,0.1,0,54.92,0.28775,0.002850000000000019,0.2849,0.2906,0.3073,0.019550000000000012,0.2938,0.3158,0.6088,0.5314038161659472,0.6136,0.5431297634870046,0.28775,wrn28x10,0.2906,0.3038,2.1412668995220554,2.1412668995220554,0.0,wrn28x10,0.2849,0.2838,2.180871381847696,2.180871381847696,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,5,0.1,0,55.02,0.2858,0.017500000000000016,0.2683,0.3033,0.3163,0.030500000000000027,0.2804,0.3118,0.6424,0.4762730129051682,0.6487,0.4891371626504531,0.2858,wrn28x10,0.3033,0.2942,2.0271411807360975,2.0271411807360975,0.0,wrn28x10,0.2683,0.2666,2.057325976138765,2.057325976138765,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,6,0.1,0,54.84,0.29969999999999997,0.022099999999999984,0.2776,0.3218,0.3222,0.02250000000000002,0.3011,0.3244,0.5452,0.5447695623634904,0.5633,0.5194364727952803,0.29969999999999997,wrn28x10,0.2776,0.2784,1.9443339818919247,1.9443339818919247,0.0,wrn28x10,0.3218,0.3238,1.9717343165115877,1.9717343165115877,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,7,0.1,0,54.97,0.35614999999999997,0.025850000000000012,0.3303,0.382,0.3948,0.03865000000000002,0.3578,0.391,0.5902,0.5090196493679966,0.5949,0.5164819229481341,0.35614999999999997,wrn28x10,0.382,0.385,1.8718749653886666,1.8718749653886666,0.0,wrn28x10,0.3303,0.3306,1.8942167222161184,1.8942167222161184,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,8,0.1,0,54.99,0.4033,0.0242,0.3791,0.4275,0.4288,0.025500000000000023,0.39490000000000003,0.418,0.5118,0.5541233476019499,0.5,0.5613530591150151,0.4033,wrn28x10,0.4275,0.4166,1.804326137358492,1.804326137358492,0.0,wrn28x10,0.3791,0.3732,1.8301603137092157,1.8301603137092157,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0003_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,9,0.1,0,54.94,0.28890000000000005,0.0627,0.2262,0.3516,0.3157,0.026799999999999935,0.2906,0.3174,0.5928,0.5072550457989734,0.5943,0.5129582267912981,0.28890000000000005,wrn28x10,0.3516,0.3506,1.7586949051103808,1.7586949051103808,0.0,wrn28x10,0.2262,0.2306,1.7730057761073112,1.7730057761073112,0.0,0.0,0.0,0.0,0.0,0.0
