run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,0,0.1,0,64.24,0.15145,0.009149999999999991,0.1423,0.1606,0.1595,0.008050000000000002,0.1555,0.1566,0.557,0.605316205623344,0.5637,0.583505272734575,0.15145,wrn28x10,0.1423,0.1504,3.6528117836199026,3.6528117836199026,0.0,wrn28x10,0.1606,0.1606,3.687260527163744,3.687260527163744,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,1,0.1,0,55.06,0.17165,0.02345,0.1482,0.1951,0.1789,0.0072500000000000064,0.17070000000000002,0.182,0.4984,0.6400987734732116,0.4994,0.6377008216882786,0.17165,wrn28x10,0.1951,0.195,2.886698894202709,2.886698894202709,0.0,wrn28x10,0.1482,0.1464,2.904443213546818,2.904443213546818,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,2,0.1,0,54.68,0.1774,0.0025000000000000022,0.1749,0.1799,0.1874,0.010000000000000009,0.1829,0.1902,0.572,0.5672858176539779,0.5751,0.5635884686262963,0.1774,wrn28x10,0.1799,0.1866,2.5344917447390882,2.5344917447390882,0.0,wrn28x10,0.1749,0.1792,2.546816735951738,2.546816735951738,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,3,0.1,0,54.73,0.1797,0.027900000000000008,0.1518,0.2076,0.2011,0.021400000000000002,0.1827,0.206,0.663,0.4717358204879901,0.6717,0.4575242162220107,0.1797,wrn28x10,0.2076,0.2136,2.319381546737118,2.319381546737118,0.0,wrn28x10,0.1518,0.1518,2.3219929075037893,2.3219929075037893,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,4,0.1,0,54.93,0.2762,0.02479999999999999,0.2514,0.301,0.3013,0.02510000000000001,0.27649999999999997,0.2964,0.5784,0.5283140123345135,0.5865,0.5247954632926224,0.2762,wrn28x10,0.2514,0.2536,2.1718710889531807,2.1718710889531807,0.0,wrn28x10,0.301,0.2994,2.1658420379866254,2.1658420379866254,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,5,0.1,0,54.74,0.3191,0.03420000000000001,0.2849,0.3533,0.3481,0.029000000000000026,0.3326,0.369,0.5722,0.5286095922632619,0.5767,0.556404454321181,0.3191,wrn28x10,0.2849,0.2904,2.063332880593159,2.063332880593159,0.0,wrn28x10,0.3533,0.3748,2.045466098087755,2.045466098087755,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,6,0.1,0,54.7,0.3635,0.0010999999999999899,0.3624,0.3646,0.3839,0.02040000000000003,0.3629,0.3878,0.506,0.569664138951477,0.5096,0.5989158013955401,0.3635,wrn28x10,0.3646,0.3612,1.9777530165897175,1.9777530165897175,0.0,wrn28x10,0.3624,0.3646,1.9536226263100451,1.9536226263100451,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,7,0.1,0,54.93,0.36475,0.021549999999999986,0.3432,0.3863,0.3847,0.019949999999999968,0.3641,0.3862,0.53,0.5776910582487129,0.5272,0.5992218269034711,0.36475,wrn28x10,0.3863,0.3876,1.8899327909404582,1.8899327909404582,0.0,wrn28x10,0.3432,0.3406,1.8779387010092086,1.8779387010092086,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,8,0.1,0,54.96,0.38139999999999996,0.013300000000000006,0.3681,0.3947,0.4111,0.02970000000000006,0.3882,0.4172,0.514,0.5708452250380958,0.5008,0.5862952865262315,0.38139999999999996,wrn28x10,0.3681,0.3814,1.8364324247972532,1.8364324247972532,0.0,wrn28x10,0.3947,0.395,1.8182486947625875,1.8182486947625875,0.0,0.0,0.0,0.0,0.0,0.0
wrn28x10x2_cifar100_K2_indep_seed0002_d001,d001,wrn28x10:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,73073768,9,0.1,0,55.02,0.37845,0.05454999999999999,0.3239,0.433,0.4131,0.034650000000000014,0.3897,0.4282,0.523,0.5380403512284279,0.5256,0.550958526670488,0.37845,wrn28x10,0.3239,0.3358,1.7920529280196538,1.7920529280196538,0.0,wrn28x10,0.433,0.4436,1.7780665836550973,1.7780665836550973,0.0,0.0,0.0,0.0,0.0,0.0
