run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,0,0.1,0,19.6,0.11735000000000001,0.016150000000000005,0.1012,0.1335,0.1331,0.015749999999999986,0.1177,0.1298,0.7976,0.32757111502254077,0.7937,0.36548235871731194,0.1012,0.1335,mobilenet,0.1012,0.094,4.020494250411337,4.020494250411337,0.0,resnet32,0.1335,0.1414,4.081715419211171,4.081715419211171,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,1,0.1,0,16.14,0.17215,0.016350000000000003,0.1558,0.1885,0.1936,0.021449999999999997,0.1732,0.1896,0.6696,0.4687782523740507,0.664,0.4697583990352739,0.1558,0.1885,mobilenet,0.1558,0.1576,3.5627979893576014,3.5627979893576014,0.0,resnet32,0.1885,0.1888,3.399013761092316,3.399013761092316,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,2,0.1,0,16.32,0.19690000000000002,0.025599999999999998,0.1713,0.2225,0.2287,0.03179999999999997,0.191,0.2224,0.732,0.4393106392516518,0.7468,0.3859761880781822,0.1713,0.2225,mobilenet,0.1713,0.1668,3.2805637886578385,3.2805637886578385,0.0,resnet32,0.2225,0.2152,3.021006480198015,3.021006480198015,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,3,0.1,0,16.1,0.25645,0.005149999999999988,0.2513,0.2616,0.2935,0.03704999999999997,0.2552,0.2926,0.7036,0.39331737509137954,0.7183,0.3984461400738577,0.2513,0.2616,mobilenet,0.2513,0.242,3.0285406339574945,3.0285406339574945,0.0,resnet32,0.2616,0.2684,2.7565780627456578,2.7565780627456578,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,4,0.1,0,15.85,0.2373,0.030499999999999985,0.2068,0.2678,0.2723,0.034999999999999976,0.2354,0.2712,0.7222,0.36230221511739025,0.722,0.37368951759824276,0.2068,0.2678,mobilenet,0.2068,0.206,2.8728509558872743,2.8728509558872743,0.0,resnet32,0.2678,0.2648,2.5737652951343493,2.5737652951343493,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,5,0.1,0,15.75,0.2592,0.035,0.2242,0.2942,0.2985,0.0393,0.2616,0.3082,0.7446,0.39334135161751616,0.74,0.41064298780666836,0.2242,0.2942,mobilenet,0.2242,0.2282,2.775176574560729,2.775176574560729,0.0,resnet32,0.2942,0.295,2.45245901461352,2.45245901461352,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,6,0.1,0,15.89,0.28759999999999997,0.04319999999999999,0.2444,0.3308,0.3286,0.041000000000000036,0.2875,0.329,0.6716,0.44664135147420175,0.6693,0.474073917338296,0.2444,0.3308,mobilenet,0.2444,0.2424,2.702310389754447,2.702310389754447,0.0,resnet32,0.3308,0.3326,2.3714452031999826,2.3714452031999826,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,7,0.1,0,15.59,0.3096,0.0378,0.2718,0.3474,0.362,0.0524,0.3045,0.348,0.6868,0.4164768901617317,0.6843,0.43183902723511103,0.2718,0.3474,mobilenet,0.2718,0.2644,2.641990666701035,2.641990666701035,0.0,resnet32,0.3474,0.3446,2.2933525329625066,2.2933525329625066,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,8,0.1,0,15.86,0.33585,0.04485,0.291,0.3807,0.389,0.05315000000000003,0.3286,0.3852,0.6666,0.4261283995973508,0.6711,0.42627667058972796,0.291,0.3807,mobilenet,0.291,0.279,2.6030219048261642,2.6030219048261642,0.0,resnet32,0.3807,0.3782,2.2345519685609774,2.2345519685609774,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0002_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,9,0.1,0,16.32,0.2388,0.0929,0.1459,0.3317,0.3063,0.0675,0.2343,0.299,0.853,0.22146446521652194,0.8501,0.2376901929141418,0.1459,0.3317,mobilenet,0.1459,0.1442,2.5604097120125187,2.5604097120125187,0.0,resnet32,0.3317,0.3244,2.190408490259539,2.190408490259539,0.0,0.0,0.0,0.0,0.0,0.0
