run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,0,0.1,0,19.21,0.10675000000000001,0.02225,0.0845,0.129,0.1167,0.009949999999999987,0.1053,0.119,0.7602,0.3648817395646429,0.7699,0.3786230873064044,0.0845,0.129,mobilenet,0.0845,0.0832,4.033546615053307,4.033546615053307,0.0,resnet32,0.129,0.1274,4.0139572810042985,4.0139572810042985,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,1,0.1,0,16.51,0.1592,0.034300000000000004,0.1249,0.1935,0.1929,0.03369999999999998,0.1545,0.182,0.772,0.36539334419881975,0.7715,0.37466135899862746,0.1249,0.1935,mobilenet,0.1249,0.1232,3.5896205725994976,3.5896205725994976,0.0,resnet32,0.1935,0.1858,3.3503615056926552,3.3503615056926552,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,2,0.1,0,17.38,0.15415,0.04015,0.114,0.1943,0.2079,0.05374999999999999,0.15360000000000001,0.2058,0.9036,0.16750489920989722,0.9034,0.16421902941844085,0.114,0.1943,mobilenet,0.114,0.112,3.278666320510886,3.278666320510886,0.0,resnet32,0.1943,0.1952,2.950637464834885,2.950637464834885,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,3,0.1,0,18.21,0.19425,0.07035,0.1239,0.2646,0.2403,0.04605000000000001,0.1904,0.2308,0.8148,0.2805950241961386,0.8115,0.3014838804960195,0.1239,0.2646,mobilenet,0.1239,0.1238,3.0116931850259956,3.0116931850259956,0.0,resnet32,0.2646,0.257,2.6732449033720926,2.6732449033720926,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,4,0.1,0,16.6,0.26635,0.03864999999999999,0.2277,0.305,0.3207,0.05435000000000001,0.2675,0.3214,0.7536,0.37828832120059874,0.7595,0.36645343508024786,0.2277,0.305,mobilenet,0.2277,0.228,2.855422795157541,2.855422795157541,0.0,resnet32,0.305,0.307,2.480271195315502,2.480271195315502,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,5,0.1,0,18.37,0.2744,0.034400000000000014,0.24,0.3088,0.3237,0.04930000000000001,0.2629,0.3106,0.7416,0.3549069307456314,0.7414,0.35014642220789155,0.24,0.3088,mobilenet,0.24,0.232,2.7745400291274893,2.7745400291274893,0.0,resnet32,0.3088,0.2938,2.3546324238519776,2.3546324238519776,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,6,0.1,0,16.99,0.3192,0.063,0.2562,0.3822,0.3842,0.065,0.3167,0.3754,0.6824,0.410759630151646,0.6923,0.3897762884891626,0.2562,0.3822,mobilenet,0.2562,0.2598,2.700422291051258,2.700422291051258,0.0,resnet32,0.3822,0.3736,2.258462879976088,2.258462879976088,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,7,0.1,0,16.53,0.27315,0.07755000000000001,0.1956,0.3507,0.3404,0.06724999999999998,0.2722,0.337,0.7632,0.3410873446642588,0.7655,0.35345576630308295,0.1956,0.3507,mobilenet,0.1956,0.196,2.6460070318796416,2.6460070318796416,0.0,resnet32,0.3507,0.3484,2.1767316060987385,2.1767316060987385,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,8,0.1,0,17.51,0.31679999999999997,0.051699999999999996,0.2651,0.3685,0.3631,0.04630000000000001,0.3124,0.3548,0.6434,0.44381167130987265,0.6523,0.4391740441328619,0.2651,0.3685,mobilenet,0.2651,0.264,2.604861646213315,2.604861646213315,0.0,resnet32,0.3685,0.3608,2.122347878292203,2.122347878292203,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx1-resnet32x1_cifar100_K2_indep_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,9,0.1,0,16.59,0.2897,0.0781,0.2116,0.3678,0.3565,0.06679999999999997,0.2875,0.3498,0.7516,0.35757426045621954,0.7457,0.36035628193374875,0.2116,0.3678,mobilenet,0.2116,0.2154,2.56547743386843,2.56547743386843,0.0,resnet32,0.3678,0.3596,2.078840954906561,2.078840954906561,0.0,0.0,0.0,0.0,0.0,0.0
