run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,0,0.1,1,30.83,0.023149999999999997,0.0017499999999999998,0.0214,0.0249,0.0265,0.0033500000000000023,0.0233,0.026,0.823,0.28536731055829917,0.8103,0.3089731875485692,0.023149999999999997,resnet32,0.0214,0.021,4.705709699202668,4.573937686329538,0.13177202499421334,resnet32,0.0249,0.0256,4.634413819421422,4.5370265204798095,0.097387290963194,4500000.0,0.0,18000000.0,18000000.0,36000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,1,0.1,1,19.32,0.07780000000000001,0.024600000000000004,0.0532,0.1024,0.095,0.017199999999999993,0.0799,0.0998,0.7108,0.37047652221390887,0.7049,0.3784774589314192,0.07780000000000001,resnet32,0.0532,0.0536,4.273227876560255,4.197733394124291,0.07549448192796925,resnet32,0.1024,0.1062,4.138929761946201,4.062972972677513,0.07595678534760902,4500000.0,0.0,18000000.0,36000000.0,72000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,2,0.1,1,19.23,0.13305,0.00134999999999999,0.1317,0.1344,0.1461,0.013050000000000006,0.1313,0.1434,0.6728,0.4735478611642654,0.6714,0.4733722318281084,0.13305,resnet32,0.1317,0.1268,3.8632826351306657,3.767800949513912,0.09548168714073571,resnet32,0.1344,0.1358,3.747007417407903,3.6501946943727406,0.0968127236595716,4500000.0,0.0,18000000.0,54000000.0,108000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,3,0.1,1,19.42,0.20229999999999998,0.007999999999999993,0.1943,0.2103,0.218,0.01570000000000002,0.2006,0.2208,0.6054,0.5059566151762331,0.6035,0.5466292945990785,0.20229999999999998,resnet32,0.2103,0.2098,3.472088323059407,3.3529393534091385,0.11914896924810653,resnet32,0.1943,0.1914,3.410679793493314,3.290742902593179,0.11993689355652103,4500000.0,0.0,18000000.0,72000000.0,144000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,4,0.1,1,19.14,0.22115,0.02005,0.2011,0.2412,0.2374,0.016249999999999987,0.2195,0.2364,0.6324,0.49701193854418624,0.6318,0.4869162244782782,0.22115,resnet32,0.2412,0.2388,3.1693094528534194,3.01947728341276,0.14983216875275088,resnet32,0.2011,0.2002,3.138178559189493,2.988021648742936,0.15015690914482216,4500000.0,0.0,18000000.0,90000000.0,180000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,5,0.1,1,19.26,0.26335,0.005650000000000016,0.2577,0.269,0.2776,0.01425000000000004,0.25880000000000003,0.2768,0.5626,0.5738351639348666,0.5544,0.5871657742350371,0.26335,resnet32,0.2577,0.2536,2.935717263682322,2.764522041448138,0.1711952296106822,resnet32,0.269,0.264,2.9266017357056793,2.755337753417817,0.17126398151528768,4500000.0,0.0,18000000.0,108000000.0,216000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,6,0.1,1,19.41,0.27959999999999996,0.003700000000000009,0.2759,0.2833,0.2965,0.016900000000000026,0.27459999999999996,0.2884,0.5162,0.6114418974879795,0.5086,0.6282785595258575,0.27959999999999996,resnet32,0.2759,0.2738,2.771419625051997,2.5833856241608206,0.18803400089117614,resnet32,0.2833,0.2754,2.7796804176812824,2.5919682038101284,0.18771221230483867,4500000.0,0.0,18000000.0,126000000.0,252000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,7,0.1,1,19.57,0.32465,0.02595,0.2987,0.3506,0.3414,0.016749999999999987,0.32330000000000003,0.3428,0.4836,0.599596747563838,0.4722,0.6175929652594901,0.32465,resnet32,0.3506,0.3504,2.6516408830542457,2.445583187043667,0.2060576955660839,resnet32,0.2987,0.2962,2.677578720179471,2.472774899480018,0.20480382501740346,4500000.0,0.0,18000000.0,144000000.0,288000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,8,0.1,1,19.65,0.30474999999999997,0.04074999999999998,0.264,0.3455,0.3343,0.02955000000000002,0.30610000000000004,0.329,0.6372,0.49710834933874576,0.6334,0.5137449777479774,0.30474999999999997,resnet32,0.3455,0.3476,2.5630582960491832,2.3390037354759197,0.22405456216074526,resnet32,0.264,0.2646,2.6008147969841957,2.3785128225995735,0.22230197324163534,4500000.0,0.0,18000000.0,162000000.0,324000000.0
resnet32x2_cifar100_K2_dml_seed0004_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,4,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,9,0.1,1,19.54,0.35714999999999997,0.0019499999999999795,0.3552,0.3591,0.398,0.04085000000000005,0.34909999999999997,0.3846,0.5674,0.5225206323426995,0.5708,0.5150398079502275,0.35714999999999997,resnet32,0.3552,0.3478,2.479922479018569,2.244836276227778,0.23508619849400764,resnet32,0.3591,0.3504,2.5204927364194933,2.2872294438156215,0.23326329042373056,4500000.0,0.0,18000000.0,180000000.0,360000000.0
