run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,0,0.1,1,19.02,0.05025,0.00595,0.0443,0.0562,0.0569,0.006649999999999996,0.0492,0.06,0.8446,0.2743140117171124,0.8507,0.2639965871428596,0.0562,0.0443,mobilenet,0.0562,0.053,4.513722223314372,4.3976464969190685,0.11607571648677219,resnet32,0.0443,0.0454,4.59976864470677,4.502449233762243,0.09731941539410566,4500000.0,0.0,18000000.0,18000000.0,36000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,1,0.1,1,17.36,0.10314999999999999,0.004950000000000003,0.0982,0.1081,0.1132,0.010050000000000003,0.1011,0.1052,0.6306,0.5311143309245812,0.6387,0.5073974047618117,0.0982,0.1081,mobilenet,0.0982,0.096,3.9858912835744293,3.887366184795445,0.09852510391184213,resnet32,0.1081,0.1062,3.9847435307773678,3.885934691876173,0.09880883898586035,4500000.0,0.0,18000000.0,36000000.0,72000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,2,0.1,1,17.07,0.173,0.014599999999999988,0.1584,0.1876,0.1853,0.012300000000000005,0.16699999999999998,0.1804,0.6276,0.5007294256597654,0.646,0.5064191040778708,0.1584,0.1876,mobilenet,0.1584,0.149,3.6593164818530735,3.504792895506729,0.15452358503402633,resnet32,0.1876,0.185,3.5786228010600265,3.424117237668146,0.1545055646936155,4500000.0,0.0,18000000.0,54000000.0,108000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,3,0.1,1,18.09,0.20915,0.020350000000000007,0.1888,0.2295,0.2395,0.030349999999999988,0.2032,0.231,0.7058,0.45637589961633923,0.7101,0.45373872396149045,0.1888,0.2295,mobilenet,0.1888,0.1832,3.4053979875011877,3.194393715059215,0.2110042740082876,resnet32,0.2295,0.2232,3.2833034179427405,3.0725797922773794,0.21072362522086638,4500000.0,0.0,18000000.0,72000000.0,144000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,4,0.1,1,17.7,0.24930000000000002,0.041400000000000006,0.2079,0.2907,0.2805,0.031200000000000006,0.2454,0.2756,0.6402,0.48275281345234233,0.6336,0.4893007374933596,0.2079,0.2907,mobilenet,0.2079,0.209,3.182240231470628,2.9319912615147503,0.25024897027337417,resnet32,0.2907,0.2818,3.0482627292248337,2.79832561314106,0.24993711650710215,4500000.0,0.0,18000000.0,90000000.0,180000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,5,0.1,1,16.45,0.27305,0.04004999999999999,0.233,0.3131,0.2952,0.022150000000000003,0.2674,0.2922,0.639,0.4647297058518266,0.6314,0.4817563545987704,0.233,0.3131,mobilenet,0.233,0.229,3.028686052018946,2.7531032260846007,0.2755828266540034,resnet32,0.3131,0.3058,2.882491089742292,2.606122141195969,0.27636894435537135,4500000.0,0.0,18000000.0,108000000.0,216000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,6,0.1,1,17.81,0.2989,0.015400000000000025,0.2835,0.3143,0.3285,0.029600000000000015,0.2905,0.3148,0.6136,0.5114489994716678,0.6127,0.5137693689087701,0.2835,0.3143,mobilenet,0.2835,0.2752,2.939255856316198,2.6407692808319223,0.29848657512444665,resnet32,0.3143,0.3058,2.768944304775108,2.4687213403257458,0.30022296660833736,4500000.0,0.0,18000000.0,126000000.0,252000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,7,0.1,1,16.67,0.3342,0.02589999999999998,0.3083,0.3601,0.3763,0.042100000000000026,0.3188,0.3594,0.6442,0.4994650554427942,0.6459,0.48666754163427584,0.3083,0.3601,mobilenet,0.3083,0.2982,2.870426847514781,2.558282535015182,0.31214431182227353,resnet32,0.3601,0.3394,2.688050374050032,2.3737824183296072,0.3142679568210786,4500000.0,0.0,18000000.0,144000000.0,288000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,8,0.1,1,18.48,0.354,0.0363,0.3177,0.3903,0.384,0.030000000000000027,0.3493,0.3766,0.576,0.4962535334374193,0.5738,0.4966631516774777,0.3177,0.3903,mobilenet,0.3177,0.3176,2.813380233266137,2.486298870125955,0.3270813621241938,resnet32,0.3903,0.381,2.6229641759260134,2.292875039814548,0.33008913545530627,4500000.0,0.0,18000000.0,162000000.0,324000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,9,0.1,1,16.99,0.3159,0.005599999999999994,0.3103,0.3215,0.3492,0.033299999999999996,0.3049,0.3474,0.6816,0.42221993876568614,0.6719,0.43060247122313106,0.3103,0.3215,mobilenet,0.3103,0.2994,2.7631600861522285,2.4284351363100787,0.33472495259378443,resnet32,0.3215,0.3104,2.5689376308159395,2.2303366510366853,0.3386009842665358,4500000.0,0.0,18000000.0,180000000.0,360000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,10,0.1,1,16.65,0.32389999999999997,0.022099999999999984,0.3018,0.346,0.3516,0.027700000000000058,0.32889999999999997,0.3462,0.577,0.551217070972049,0.5888,0.5329561038536039,0.3018,0.346,mobilenet,0.3018,0.2978,2.7312670309435236,2.3875159968368034,0.3437510332177309,resnet32,0.346,0.36,2.531183398244056,2.182846253060482,0.34833715108900587,4500000.0,0.0,18000000.0,198000000.0,396000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0001_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,1,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,11,0.1,1,16.64,0.36675,0.021650000000000003,0.3451,0.3884,0.3995,0.03275,0.3674,0.3958,0.5474,0.5397197112461524,0.5581,0.5419121809108932,0.3451,0.3884,mobilenet,0.3451,0.3478,2.7082049826329406,2.3604465165937487,0.3477584653618661,resnet32,0.3884,0.387,2.508772856301882,2.156435785476457,0.3523370702327652,4500000.0,0.0,18000000.0,216000000.0,432000000.0
