run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,0,0.1,1,38.17,0.1396,0.023799999999999995,0.1158,0.1634,0.1568,0.017199999999999993,0.1293,0.1436,0.5732,0.5401825955416917,0.5586,0.5669795916868691,0.1158,0.1634,wrn28x10,0.1634,0.1524,4.036422141234983,3.910989072173834,0.12543306668521836,resnet32,0.1158,0.1062,4.172725768929178,4.027605319903656,0.1451204490308142,4500000.0,0.0,18000000.0,18000000.0,36000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,1,0.1,1,34.58,0.19855,0.005049999999999999,0.1935,0.2036,0.2126,0.014050000000000007,0.2038,0.217,0.5792,0.5677119907139165,0.5821,0.5796285287910846,0.1935,0.2036,wrn28x10,0.2036,0.2088,3.2530222961848434,3.0974569215693255,0.15556537108072502,resnet32,0.1935,0.1988,3.4460341805084185,3.2926437583836643,0.15339042303491046,4500000.0,0.0,18000000.0,36000000.0,72000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,2,0.1,1,35.25,0.21610000000000001,0.002800000000000011,0.2133,0.2189,0.2392,0.02309999999999998,0.21589999999999998,0.2432,0.652,0.494448308482386,0.656,0.4947804587281298,0.2133,0.2189,wrn28x10,0.2189,0.2236,2.8524710674854843,2.669513601471077,0.18295746664939957,resnet32,0.2133,0.2082,3.0013390962373125,2.820888581093062,0.18045051497491923,4500000.0,0.0,18000000.0,54000000.0,108000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,3,0.1,1,33.95,0.21985,0.008550000000000002,0.2113,0.2284,0.2458,0.02595,0.22110000000000002,0.2572,0.7588,0.3616046150075203,0.7567,0.3894308812277759,0.2284,0.2113,wrn28x10,0.2113,0.2114,2.622984045608477,2.4116306391290645,0.21135340745306827,resnet32,0.2284,0.2308,2.743408477441831,2.5342509262263775,0.20915754700333558,4500000.0,0.0,18000000.0,72000000.0,144000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,4,0.1,1,33.89,0.2793,0.022199999999999998,0.2571,0.3015,0.303,0.0237,0.2744,0.2946,0.59,0.5062507266629833,0.5947,0.5129868555758752,0.2571,0.3015,wrn28x10,0.3015,0.2942,2.4556797387247737,2.2221531334587117,0.23352660801769656,resnet32,0.2571,0.2546,2.578157877041535,2.347903468392112,0.23025440608828582,4500000.0,0.0,18000000.0,90000000.0,180000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,5,0.1,1,34.55,0.3701,0.004799999999999999,0.3653,0.3749,0.4087,0.03860000000000002,0.3776,0.4078,0.5482,0.5251432399459735,0.5597,0.5205887206674059,0.3653,0.3749,wrn28x10,0.3749,0.3776,2.3498243401673706,2.0960509943013843,0.2537733487657864,resnet32,0.3653,0.3776,2.4710404725575987,2.221067581156438,0.2499728929886425,4500000.0,0.0,18000000.0,108000000.0,216000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,6,0.1,1,33.78,0.41154999999999997,0.01654999999999998,0.395,0.4281,0.4394,0.02785000000000004,0.4083,0.4368,0.4514,0.6076715649700544,0.4613,0.6180644263423464,0.395,0.4281,wrn28x10,0.4281,0.426,2.2770319260995495,2.0089919548481703,0.268039970129559,resnet32,0.395,0.3906,2.404427811334079,2.1402953546494246,0.26413245943628927,4500000.0,0.0,18000000.0,126000000.0,252000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,7,0.1,1,33.84,0.3468,0.013900000000000023,0.3329,0.3607,0.3699,0.02310000000000001,0.3477,0.3696,0.5524,0.5513494143862697,0.5641,0.5361239912125035,0.3607,0.3329,wrn28x10,0.3329,0.3384,2.20741236413067,1.9288210218602961,0.2785913410850547,resnet32,0.3607,0.357,2.3412002001635055,2.0669707627120344,0.2742294377689673,4500000.0,0.0,18000000.0,144000000.0,288000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,8,0.1,1,34.04,0.43435,0.0008499999999999897,0.4335,0.4352,0.4681,0.03375,0.4327,0.4656,0.5014,0.5524302820449226,0.4978,0.567549271259555,0.4335,0.4352,wrn28x10,0.4352,0.428,2.160969903523272,1.8722282089293003,0.2887416963719509,resnet32,0.4335,0.4374,2.2974793418225916,2.01361927440898,0.28386007073674013,4500000.0,0.0,18000000.0,162000000.0,324000000.0
wrn28x10x1-resnet32x1_cifar100_K2_dml_seed0002_d001,d001,"wrn28x10:1,resnet32:1",cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,37006888,9,0.1,1,34.06,0.42010000000000003,0.026300000000000018,0.3938,0.4464,0.4529,0.032799999999999996,0.416,0.4488,0.5208,0.542876956600953,0.5316,0.5381398465928737,0.4464,0.3938,wrn28x10,0.3938,0.3974,2.1176145855676043,1.8228146059607917,0.2947999816387892,resnet32,0.4464,0.4346,2.2648244462907314,1.9751078462736174,0.28971659976311703,4500000.0,0.0,18000000.0,180000000.0,360000000.0
