run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,0,0.1,1,18.98,0.0716,0.004900000000000002,0.0667,0.0765,0.0808,0.0092,0.0691,0.0758,0.7036,0.40227173754770235,0.7046,0.407098993068925,0.0667,0.0765,mobilenet,0.0667,0.0654,4.372135485437783,4.278254502876238,0.09388098375215619,resnet32,0.0765,0.0728,4.319958860901269,4.214090439744971,0.10586842107956974,4500000.0,0.0,18000000.0,18000000.0,36000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,1,0.1,1,16.67,0.15394999999999998,0.02055,0.1334,0.1745,0.1636,0.00965000000000002,0.14579999999999999,0.1542,0.5488,0.5481769513067668,0.5608,0.5495859550146273,0.1334,0.1745,mobilenet,0.1334,0.1252,3.8633224835449997,3.7310562022030354,0.13226628409359942,resnet32,0.1745,0.1664,3.732314195822586,3.5999486175450413,0.132365576795895,4500000.0,0.0,18000000.0,36000000.0,72000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,2,0.1,1,16.73,0.19085000000000002,0.03185,0.159,0.2227,0.2041,0.013249999999999984,0.1916,0.209,0.6378,0.46571427246950375,0.6348,0.4856672049742052,0.159,0.2227,mobilenet,0.159,0.165,3.589126881550659,3.4015406478535044,0.1875862298766151,resnet32,0.2227,0.2182,3.4265176880766046,3.2388931590725076,0.1876245318827304,4500000.0,0.0,18000000.0,54000000.0,108000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,3,0.1,1,16.72,0.2326,0.011199999999999988,0.2214,0.2438,0.257,0.024400000000000005,0.2395,0.2628,0.6408,0.5184286289936526,0.6414,0.5319012741107504,0.2214,0.2438,mobilenet,0.2214,0.2296,3.345192517069253,3.112550161778927,0.23264235590415244,resnet32,0.2438,0.2494,3.1861990697004576,2.9532210860740054,0.23297798658975147,4500000.0,0.0,18000000.0,72000000.0,144000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,4,0.1,1,16.52,0.25265,0.04185,0.2108,0.2945,0.2771,0.024450000000000027,0.2479,0.2686,0.595,0.543937848159755,0.5983,0.5180763512687381,0.2108,0.2945,mobilenet,0.2108,0.2106,3.15674240142107,2.8927434005520563,0.263999002519995,resnet32,0.2945,0.2852,2.992334898899902,2.728446074846116,0.26388882737691427,4500000.0,0.0,18000000.0,90000000.0,180000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,5,0.1,1,16.65,0.29500000000000004,0.028999999999999998,0.266,0.324,0.3193,0.024299999999999933,0.2892,0.3148,0.6046,0.5144840744195301,0.6036,0.5218565491557043,0.266,0.324,mobilenet,0.266,0.2678,3.0327264182269573,2.7415849309075964,0.2911414867690341,resnet32,0.324,0.3106,2.8547723804685203,2.562849465588277,0.29192291270010173,4500000.0,0.0,18000000.0,108000000.0,216000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,6,0.1,1,16.56,0.29615,0.03655,0.2596,0.3327,0.3275,0.03134999999999999,0.29169999999999996,0.3204,0.6184,0.48283627946093605,0.6372,0.4547124065523481,0.2596,0.3327,mobilenet,0.2596,0.2586,2.9485093002969567,2.6403755525296386,0.3081337545829063,resnet32,0.3327,0.3248,2.7518427849493245,2.4418714957481082,0.30997128994204104,4500000.0,0.0,18000000.0,126000000.0,252000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,7,0.1,1,16.65,0.29055,0.017049999999999982,0.2735,0.3076,0.3311,0.04055000000000003,0.28759999999999997,0.3366,0.7136,0.4261896195352173,0.7159,0.42228791280628625,0.2735,0.3076,mobilenet,0.2735,0.2712,2.8872025544670494,2.5640654252334074,0.3231371256565167,resnet32,0.3076,0.304,2.6817661997946827,2.356247216124426,0.32551898320459505,4500000.0,0.0,18000000.0,144000000.0,288000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,8,0.1,1,16.76,0.34719999999999995,0.03509999999999999,0.3121,0.3823,0.3878,0.040600000000000025,0.3398,0.371,0.595,0.49849062780059883,0.5968,0.49245784612142424,0.3121,0.3823,mobilenet,0.3121,0.3074,2.8217705654149707,2.4852665669538756,0.3365039940373125,resnet32,0.3823,0.3722,2.6161958981644022,2.276661767878316,0.33953412728045473,4500000.0,0.0,18000000.0,162000000.0,324000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0003_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,9,0.1,1,16.67,0.3186,0.0645,0.2541,0.3831,0.3532,0.03460000000000002,0.3161,0.348,0.6432,0.4524093213689964,0.6413,0.45762818512371967,0.2541,0.3831,mobilenet,0.2541,0.2522,2.7731678797440096,2.431217895482074,0.3419499862515791,resnet32,0.3831,0.38,2.5626099946146663,2.2166278191249478,0.3459821702404456,4500000.0,0.0,18000000.0,180000000.0,360000000.0
