run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,0,0.1,1,20.11,0.03875,0.00655,0.0322,0.0453,0.0399,0.0011499999999999982,0.0397,0.0406,0.5894,0.6217197960078119,0.5999,0.616735317957581,0.03875,resnet32,0.0322,0.034,4.658433644609018,4.563027649440548,0.09540600127564342,resnet32,0.0453,0.0454,4.623268990354105,4.531730797480453,0.09153819523271522,4500000.0,0.0,18000000.0,18000000.0,36000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,1,0.1,1,18.58,0.09025,0.01235,0.0779,0.1026,0.0932,0.002950000000000008,0.0844,0.088,0.6244,0.5154140380655242,0.6288,0.5128487355943929,0.09025,resnet32,0.0779,0.0748,4.085047962313348,4.039047642864964,0.046000318458854134,resnet32,0.1026,0.094,4.037149762904102,3.9910130328075453,0.04613672021977519,4500000.0,0.0,18000000.0,36000000.0,72000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,2,0.1,1,19.08,0.1607,0.0021000000000000046,0.1586,0.1628,0.1656,0.004899999999999988,0.1473,0.1568,0.4668,0.674439350504989,0.4757,0.6657091996349673,0.1607,resnet32,0.1628,0.1456,3.669923720034686,3.6031765920872036,0.0667471299530007,resnet32,0.1586,0.149,3.6405768753452734,3.5737498212944376,0.06682705426249992,4500000.0,0.0,18000000.0,54000000.0,108000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,3,0.1,1,18.86,0.21275,0.0072500000000000064,0.2055,0.22,0.2202,0.007450000000000012,0.20579999999999998,0.2124,0.4444,0.6712650609948444,0.4547,0.6720512777546397,0.21275,resnet32,0.2055,0.2004,3.353718267584389,3.2610542713241144,0.09266399671006101,resnet32,0.22,0.2112,3.328474960543893,3.2356016029688446,0.0928733559505252,4500000.0,0.0,18000000.0,72000000.0,144000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,4,0.1,1,20.87,0.22875,0.00655,0.2222,0.2353,0.2353,0.00655,0.2149,0.2236,0.4754,0.650641443904032,0.4793,0.6465536836151125,0.22875,resnet32,0.2222,0.2066,3.093945484608412,2.9728758091276344,0.12106967448595572,resnet32,0.2353,0.2232,3.074746545404196,2.953433482484384,0.12131306482478976,4500000.0,0.0,18000000.0,90000000.0,180000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,5,0.1,1,19.56,0.2863,0.007400000000000018,0.2789,0.2937,0.3077,0.021399999999999975,0.2869,0.3024,0.4886,0.6192429798096101,0.5059,0.6143705616793038,0.2863,resnet32,0.2789,0.286,2.921820793300867,2.775172019885345,0.1466487753839994,resnet32,0.2937,0.2878,2.9205530492419545,2.7739736468277196,0.1465794036524709,4500000.0,0.0,18000000.0,108000000.0,216000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,6,0.1,1,19.32,0.2993,0.006400000000000017,0.2929,0.3057,0.3131,0.013799999999999979,0.2964,0.3108,0.4614,0.6449110219435724,0.4581,0.6403637758165474,0.2993,resnet32,0.3057,0.3052,2.8008230552077293,2.6380959539250894,0.16272710274312308,resnet32,0.2929,0.2876,2.813901464370164,2.6519396779212085,0.16196178539063444,4500000.0,0.0,18000000.0,126000000.0,252000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,7,0.1,1,19.92,0.33499999999999996,0.011200000000000015,0.3238,0.3462,0.3505,0.015500000000000014,0.3277,0.3404,0.431,0.6573385195770121,0.4339,0.675596065181422,0.33499999999999996,resnet32,0.3462,0.3426,2.7081514901735564,2.530486999587579,0.17766449101988904,resnet32,0.3238,0.3128,2.7288802056150003,2.551902401176366,0.1769778013377535,4500000.0,0.0,18000000.0,144000000.0,288000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,8,0.1,1,19.36,0.3176,0.020100000000000007,0.2975,0.3377,0.3339,0.01629999999999998,0.3109,0.3296,0.541,0.5859497224958855,0.5553,0.5773965694364706,0.3176,resnet32,0.2975,0.2898,2.6406165215779436,2.4546408502554353,0.18597566548057579,resnet32,0.3377,0.332,2.656705665317449,2.4715611844916237,0.18514448251913895,4500000.0,0.0,18000000.0,162000000.0,324000000.0
resnet32x2_cifar100_K2_dml_seed0002_d001,d001,resnet32:2,cifar100,2,dml,dml,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,940008,9,0.1,1,19.5,0.34540000000000004,0.005899999999999989,0.3395,0.3513,0.3641,0.01869999999999994,0.3369,0.3502,0.4322,0.6540923022116902,0.4286,0.649985910875755,0.34540000000000004,resnet32,0.3513,0.3406,2.5977619385177437,2.399769667028026,0.19799227047372947,resnet32,0.3395,0.3332,2.621171090074561,2.4242098407650534,0.19696125165898015,4500000.0,0.0,18000000.0,180000000.0,360000000.0
