run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,0,0.1,0,16.11,0.10405,0.01355,0.0905,0.1176,0.1169,0.01285,0.1021,0.1092,0.7434,0.40344420847391693,0.7396,0.3717540522014924,0.10405,mobilenet,0.0905,0.09,3.99086215516383,3.99086215516383,0.0,mobilenet,0.1176,0.1142,4.025389081713828,4.025389081713828,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,1,0.1,0,14.17,0.1615,0.003799999999999998,0.1577,0.1653,0.1753,0.013800000000000007,0.1619,0.1778,0.7048,0.4864129416557676,0.7122,0.47593978752191735,0.1615,mobilenet,0.1653,0.1642,3.5772267735817214,3.5772267735817214,0.0,mobilenet,0.1577,0.1596,3.538834189826792,3.538834189826792,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,2,0.1,0,13.41,0.18175,0.002950000000000008,0.1788,0.1847,0.2023,0.020550000000000013,0.1846,0.2032,0.6996,0.46320935192284235,0.7016,0.4712666165226051,0.18175,mobilenet,0.1847,0.184,3.311418132348494,3.311418132348494,0.0,mobilenet,0.1788,0.1852,3.240639999170195,3.240639999170195,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,3,0.1,0,13.45,0.2254,0.0068000000000000005,0.2186,0.2322,0.2521,0.0267,0.2156,0.2384,0.6758,0.47778224225170446,0.6845,0.4747104676930968,0.2254,mobilenet,0.2186,0.209,3.068270931867036,3.068270931867036,0.0,mobilenet,0.2322,0.2222,2.997632435099645,2.997632435099645,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,4,0.1,0,13.3,0.20635,0.016949999999999993,0.1894,0.2233,0.2331,0.026749999999999996,0.2038,0.233,0.6886,0.4217437295821212,0.6965,0.43943751596610203,0.20635,mobilenet,0.1894,0.1864,2.889179912819104,2.889179912819104,0.0,mobilenet,0.2233,0.2212,2.8385566564446147,2.8385566564446147,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,5,0.1,0,14.29,0.24405,0.014049999999999993,0.23,0.2581,0.2709,0.026849999999999985,0.2399,0.2674,0.724,0.42531872076700966,0.736,0.4259366455837462,0.24405,mobilenet,0.2581,0.2532,2.7853233465416865,2.7853233465416865,0.0,mobilenet,0.23,0.2266,2.72886638444933,2.72886638444933,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,6,0.1,0,13.3,0.2694,0.0024999999999999745,0.2669,0.2719,0.2974,0.028000000000000025,0.2632,0.2958,0.6718,0.44142778875197797,0.6662,0.46099303983787704,0.2694,mobilenet,0.2669,0.2564,2.7073898166418076,2.7073898166418076,0.0,mobilenet,0.2719,0.27,2.665962523018772,2.665962523018772,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,7,0.1,0,14.56,0.27985000000000004,0.01075000000000001,0.2691,0.2906,0.3152,0.03534999999999994,0.2725,0.315,0.6512,0.4430461693398052,0.65,0.46234728136236636,0.27985000000000004,mobilenet,0.2906,0.2856,2.647164358334108,2.647164358334108,0.0,mobilenet,0.2691,0.2594,2.600298694927584,2.600298694927584,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,8,0.1,0,14.65,0.3024,0.01319999999999999,0.2892,0.3156,0.3411,0.03870000000000001,0.30000000000000004,0.3372,0.6488,0.4668687519132882,0.6544,0.4500310071962562,0.3024,mobilenet,0.2892,0.2836,2.596976427700032,2.596976427700032,0.0,mobilenet,0.3156,0.3164,2.559533867138353,2.559533867138353,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0002_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,2,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,9,0.1,0,13.35,0.28700000000000003,0.03419999999999998,0.2528,0.3212,0.3265,0.03949999999999998,0.2904,0.3222,0.694,0.42572024047342794,0.7016,0.42081912964193047,0.28700000000000003,mobilenet,0.2528,0.2564,2.562276102602482,2.562276102602482,0.0,mobilenet,0.3212,0.3244,2.5222008499232205,2.5222008499232205,0.0,0.0,0.0,0.0,0.0,0.0
