run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,avg_test_acc_resnet32,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,0,0.1,1,19.98,0.06645,0.02025,0.0462,0.0867,0.0767,0.010250000000000009,0.0637,0.0754,0.7848,0.3100744361283084,0.7857,0.31140179994984046,0.0462,0.0867,mobilenet,0.0462,0.0468,4.464847494594076,4.363816698505119,0.10103079927582505,resnet32,0.0867,0.0806,4.350965369154107,4.232449195263061,0.11851617484221193,4500000.0,0.0,18000000.0,18000000.0,36000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,1,0.1,1,18.7,0.13369999999999999,0.010799999999999997,0.1229,0.1445,0.1514,0.01770000000000002,0.127,0.1394,0.7656,0.3939064334834211,0.7687,0.398841048020703,0.1229,0.1445,mobilenet,0.1229,0.1178,3.9420292011716147,3.8082370046864855,0.1337921979561956,resnet32,0.1445,0.1362,3.7597754655236546,3.6253989704630594,0.13437649605541743,4500000.0,0.0,18000000.0,36000000.0,72000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,2,0.1,1,18.46,0.166,0.020900000000000002,0.1451,0.1869,0.1979,0.031899999999999984,0.1642,0.1886,0.7822,0.33423898615379233,0.7791,0.33999332229834567,0.1451,0.1869,mobilenet,0.1451,0.1432,3.5829435817219992,3.3803068687292663,0.20263671745884826,resnet32,0.1869,0.1852,3.380969911475073,3.1771518621932375,0.2038180461703715,4500000.0,0.0,18000000.0,54000000.0,108000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,3,0.1,1,18.63,0.18325,0.0009500000000000064,0.1823,0.1842,0.2075,0.024249999999999994,0.1825,0.2074,0.6926,0.45032842750171537,0.7011,0.43242798650660397,0.1842,0.1823,mobilenet,0.1842,0.1758,3.3061858774586157,3.05960885706273,0.24657702194103462,resnet32,0.1823,0.1892,3.0944896804338153,2.8460600657219235,0.24842961331490765,4500000.0,0.0,18000000.0,72000000.0,144000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,4,0.1,1,16.85,0.24415,0.008750000000000008,0.2354,0.2529,0.2707,0.02654999999999999,0.2413,0.2656,0.627,0.49136175482224576,0.64,0.4678021872621662,0.2354,0.2529,mobilenet,0.2354,0.2314,3.1268513297492806,2.8539369255304337,0.2729144087061286,resnet32,0.2529,0.2512,2.9169908684085715,2.6419410952790217,0.27504977478053083,4500000.0,0.0,18000000.0,90000000.0,180000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,5,0.1,1,16.61,0.27280000000000004,0.05760000000000001,0.2152,0.3304,0.3037,0.030899999999999983,0.264,0.2944,0.6684,0.4437329740488807,0.6833,0.3936809624554446,0.2152,0.3304,mobilenet,0.2152,0.2092,3.016909209842032,2.7192214019596577,0.29768780364908953,resnet32,0.3304,0.3188,2.8011920086362143,2.50021346133541,0.30097854823212733,4500000.0,0.0,18000000.0,108000000.0,216000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,6,0.1,1,16.44,0.30865,0.008250000000000007,0.3004,0.3169,0.3429,0.03425,0.304,0.3382,0.6258,0.4977979466095368,0.6225,0.48713682754853815,0.3004,0.3169,mobilenet,0.3004,0.2948,2.938024012879892,2.620560033416206,0.31746397872286086,resnet32,0.3169,0.3132,2.702293485064398,2.3807463617148725,0.3215471174440939,4500000.0,0.0,18000000.0,126000000.0,252000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,7,0.1,1,16.2,0.27965,0.05645,0.2232,0.3361,0.3121,0.03244999999999998,0.2766,0.308,0.6166,0.5086631898540014,0.6144,0.5220463397514716,0.2232,0.3361,mobilenet,0.2232,0.2262,2.8610155863518063,2.533646643839099,0.3273689494129609,resnet32,0.3361,0.327,2.626507472585548,2.293676221235232,0.3328312510539862,4500000.0,0.0,18000000.0,144000000.0,288000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,8,0.1,1,16.47,0.31899999999999995,0.0582,0.2608,0.3772,0.3592,0.04020000000000007,0.3217,0.3498,0.6202,0.506703853691106,0.6405,0.4657938138905523,0.2608,0.3772,mobilenet,0.2608,0.2722,2.815356979315931,2.4779722809114237,0.33738469812934374,resnet32,0.3772,0.3712,2.5786523558199406,2.2355193565176292,0.3431329982651567,4500000.0,0.0,18000000.0,162000000.0,324000000.0
mobilenetx1-resnet32x1_cifar100_K2_dml_seed0005_d001,d001,"mobilenet:1,resnet32:1",cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,3779480,9,0.1,1,16.79,0.3323,0.02210000000000001,0.3102,0.3544,0.3753,0.04300000000000004,0.3325,0.3758,0.6302,0.4576520268008308,0.6304,0.45992587136461127,0.3102,0.3544,mobilenet,0.3102,0.3082,2.7649260884658857,2.4197163807058875,0.34520970949564467,resnet32,0.3544,0.3568,2.531616609543562,2.1806810411878605,0.3509355648420751,4500000.0,0.0,18000000.0,180000000.0,360000000.0
