run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,avg_test_acc_wrn28x10,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,0,0.1,1,36.43,0.099,0.04410000000000001,0.0549,0.1431,0.0981,-0.000899999999999998,0.1009,0.0982,0.8624,0.33126202174601876,0.8751,0.306449528309278,0.0549,0.1431,wrn28x10,0.1431,0.1434,3.87829023396427,3.6661004298789934,0.21218980216971514,mobilenet,0.0549,0.0584,4.184053807434711,3.9726532443680544,0.21140056290790776,4500000.0,0.0,18000000.0,18000000.0,36000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,1,0.1,1,32.64,0.2158,0.03700000000000002,0.1788,0.2528,0.2513,0.03550000000000003,0.2104,0.2448,0.6904,0.46881074523964883,0.6941,0.4809654189557744,0.1788,0.2528,wrn28x10,0.2528,0.2466,3.2848157764158468,3.006677734580907,0.2781380392314697,mobilenet,0.1788,0.1742,3.7373996529389513,3.4613788703625854,0.2760207852856679,4500000.0,0.0,18000000.0,36000000.0,72000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,2,0.1,1,32.73,0.18515,0.05245,0.1327,0.2376,0.2366,0.051449999999999996,0.18730000000000002,0.2342,0.8254,0.32224247393409583,0.834,0.3093754318834222,0.1327,0.2376,wrn28x10,0.2376,0.2404,2.941224894063039,2.634619590910998,0.30660530224188487,mobilenet,0.1327,0.1342,3.367656048387289,3.065173688937317,0.3024823639372533,4500000.0,0.0,18000000.0,54000000.0,108000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,3,0.1,1,32.69,0.2819,0.044399999999999995,0.2375,0.3263,0.3357,0.053800000000000014,0.27899999999999997,0.3338,0.719,0.39438252950190267,0.7198,0.40197693368802345,0.2375,0.3263,wrn28x10,0.3263,0.3208,2.7224111319942907,2.3997976730831643,0.32261346208608965,mobilenet,0.2375,0.2372,3.124521958895705,2.8069504871964455,0.3175714694132859,4500000.0,0.0,18000000.0,72000000.0,144000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,4,0.1,1,32.68,0.2835,0.010100000000000026,0.2734,0.2936,0.3273,0.043800000000000006,0.28600000000000003,0.3284,0.751,0.36613874611407615,0.7538,0.36028304562032537,0.2734,0.2936,wrn28x10,0.2936,0.3014,2.5894119773398745,2.2438913460143586,0.3455206314948472,mobilenet,0.2734,0.2706,2.990955835716291,2.651414902034131,0.3395409291525456,4500000.0,0.0,18000000.0,90000000.0,180000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,5,0.1,1,32.76,0.3706,0.043300000000000005,0.3273,0.4139,0.4107,0.040100000000000025,0.3667,0.4032,0.5552,0.5368955111299993,0.5633,0.5371076268209517,0.3273,0.4139,wrn28x10,0.4139,0.4064,2.4967542835934595,2.13213524476371,0.36461903946474195,mobilenet,0.3273,0.327,2.8960088139230553,2.5382279281250457,0.35778088330037217,4500000.0,0.0,18000000.0,108000000.0,216000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,6,0.1,1,32.89,0.3464,0.04089999999999999,0.3055,0.3873,0.401,0.05460000000000004,0.3474,0.4028,0.6456,0.4189428571795832,0.6489,0.4232939471699447,0.3055,0.3873,wrn28x10,0.3873,0.3862,2.431371297009967,2.0585271429947833,0.37284416265108367,mobilenet,0.3055,0.3086,2.827738039872863,2.4629347839138727,0.364803259387951,4500000.0,0.0,18000000.0,126000000.0,252000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,7,0.1,1,32.67,0.35819999999999996,0.036000000000000004,0.3222,0.3942,0.3923,0.03410000000000002,0.3588,0.3928,0.5698,0.5304557234223688,0.5751,0.5118423971818986,0.3222,0.3942,wrn28x10,0.3942,0.4044,2.3772920229556886,1.992913637140935,0.38437838534909213,mobilenet,0.3222,0.3132,2.787842930379239,2.4128979664634573,0.3749449615451423,4500000.0,0.0,18000000.0,144000000.0,288000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,8,0.1,1,32.57,0.37739999999999996,0.062299999999999994,0.3151,0.4397,0.4336,0.05620000000000003,0.3649,0.4228,0.6608,0.4120011231996213,0.6522,0.430867621726791,0.3151,0.4397,wrn28x10,0.4397,0.4244,2.335161946036599,1.9413880096240477,0.3937739367088811,mobilenet,0.3151,0.3054,2.7482563118365677,2.3635841472582384,0.38467216821895406,4500000.0,0.0,18000000.0,162000000.0,324000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,9,0.1,1,32.67,0.34240000000000004,0.04519999999999999,0.2972,0.3876,0.4198,0.07739999999999997,0.3416,0.4156,0.7056,0.3761037871971642,0.7165,0.3615551988373793,0.2972,0.3876,wrn28x10,0.3876,0.386,2.295583864673972,1.891717367720875,0.40386649551378057,mobilenet,0.2972,0.2972,2.7126930711621586,2.3194658299061386,0.3932272353717549,4500000.0,0.0,18000000.0,180000000.0,360000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,10,0.1,1,32.92,0.3739,0.041800000000000004,0.3321,0.4157,0.4255,0.05159999999999998,0.36519999999999997,0.4164,0.6138,0.4520714174707648,0.6129,0.4646287161567347,0.3321,0.4157,wrn28x10,0.4157,0.4012,2.2830659035931933,1.8728324191814119,0.4102334847927771,mobilenet,0.3321,0.3292,2.7184108919040724,2.320095296271823,0.3983155928806148,4500000.0,0.0,18000000.0,198000000.0,396000000.0
wrn28x10x1-mobilenetx1_cifar100_K2_dml_seed0003_d001,d001,"wrn28x10:1,mobilenet:1",cifar100,2,dml,dml,peers,3,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,39846360,11,0.1,1,32.68,0.40575,0.03634999999999999,0.3694,0.4421,0.4627,0.05695,0.4031,0.463,0.6,0.44431744932984674,0.6047,0.4659546586146064,0.3694,0.4421,wrn28x10,0.4421,0.445,2.2413428535854276,1.8325191876766356,0.40882366616278887,mobilenet,0.3694,0.3612,2.6622627919370476,2.2649599753997545,0.3973028149709783,4500000.0,0.0,18000000.0,216000000.0,432000000.0
